no,cat,name,city,addr,lat,lng,src
224,어린이집,해처럼어린이집,광양,전라남도 광양시 나룻2길 15 (광영동),34.9403,127.6959,approx-city
225,어린이집,해피아이어린이집,광양,전라남도 광양시 광영로 141 109동 102호(현대아파트),34.963833,127.716462,nominatim
226,어린이집,햇빛어린이집,광양,전라남도 광양시 광장로 26 (중동),34.934744,127.69502,nominatim
227,어린이집,햇살어린이집,광양,전라남도 광양시 광장로 70 212동 109호,34.93327,127.689481,nominatim
228,어린이집,호반어린이집,광양,전라남도 광양시 공영로 39 호반리젠시빌아파트 단지내 (중동),34.935842,127.694589,nominatim
229,어린이집,희망찬특수어린이집,광양,전라남도 광양시 광양읍 유당로 228,34.9403,127.6959,approx-city
230,어린이집,여수사임당어린이집,여수,전남광주 여수시 관문서2길 9-1,34.752,127.662,approx-city
231,어린이집,참솔어린이집,여수,"전남광주 여수시 쌍봉로 316 110동 102호(둔덕동, 한려주공)",34.764556,127.676557,nominatim
232,어린이집,EQIQ어린이집,여수,전남광주 여수시 문수7길 24 (문수동),34.755364,127.694982,nominatim
233,어린이집,동화나라어린이집,여수,전남광주 여수시 양지2길 9 동화나라어린이집,34.77109,127.703033,nominatim
234,어린이집,찬양어린이집,여수,전남광주 여수시 미평남4길 11-2 (미평동),34.763813,127.703741,nominatim
235,어린이집,미지어린이집,여수,전남광주 여수시 신기북3길 43-14,34.763754,127.674345,nominatim
236,어린이집,시전사임당어린이집,여수,"전남광주 여수시 여천체육공원길 23 102동 106호(시전동, 우미)",34.758888,127.677754,nominatim
237,어린이집,초코어린이집,여수,"전남광주 여수시 선소로 72-13 301동 104호(신기동, 부영아파트)",34.757638,127.66814,nominatim
238,어린이집,꿈많은어린이집,여수,전남광주 여수시 장성3길 44 (안산동),34.75365,127.654926,nominatim
239,어린이집,꿈사랑어린이집,여수,전남광주 여수시 소호6길 15-7 (소호동),34.74018,127.649515,nominatim
240,어린이집,사랑가득어린이집,여수,"전남광주 여수시 도원로 204 501동 103호(안산동, 부영5차아파트)",34.760973,127.657079,nominatim
241,어린이집,엄마랑어린이집,여수,"전남광주 여수시 쌍봉로 32 108동 103호(학동, 신동아파밀리에)",34.766481,127.656933,nominatim
242,어린이집,초록나무어린이집,여수,"전남광주 여수시 무선로 50 116동 102호(학동, 신동아파밀리에)",34.78072,127.646515,nominatim
243,어린이집,한나 어린이집,여수,"전남광주 여수시 안산1길 136 105동 109호(안산동, 모아미래도)",34.759016,127.650587,nominatim
244,어린이집,해피하우스어린이집,여수,"전남광주 여수시 도원로 204 506동 101호(안산동, 부영5차아파트)",34.760973,127.657079,nominatim
245,어린이집,오뚜기어린이집,여수,전남광주 여수시 여서동6길 8 (여서동),34.750295,127.708942,nominatim
246,어린이집,예솜어린이집,여수,"전남광주 여수시 봉계대곡길 50 106동 104호(봉계동,아주타운)",34.781547,127.685,nominatim
247,어린이집,해들어린이집,여수,"전남광주 여수시 좌수영로 682-34 104동 102호(봉계동, 로얄골드빌)",34.775849,127.694379,nominatim
248,어린이집,동국어린이집,여수,전남광주 여수시 충무로 87 충무맨션 상가 2층 동국 어린이집,34.739978,127.731413,nominatim
249,어린이집,남면어린이집,여수,전남광주 여수시 금오로 860,34.52767,127.76934,nominatim
250,어린이집,청솔어린이집,여수,전남광주 여수시 강남1길 50 여수 돌산1차 청솔아파트 청솔어린이집,34.720227,127.749295,nominatim
251,어린이집,묘도어린이집,여수,전남광주 여수시 묘도1길 64 묘도어린이집,34.874033,127.711634,nominatim
252,어린이집,대성베르힐어린이집,여수,전남광주 여수시 여문2로 128-38 대성베르힐 관리동,34.753073,127.693316,nominatim
253,어린이집,미평하나어린이집,여수,전남광주 여수시 좌수영로 369-3 (미평동),34.765839,127.703231,nominatim
254,어린이집,삼산어린이집,여수,전남광주 여수시 삼산면 덕흥1길 29,34.752,127.662,approx-city
255,어린이집,죽림1단지어린이집,여수,전남광주 여수시 덕양로 97-9 죽림휴먼시아 1단지내 죽림1단지어린이집,34.797948,127.630857,nominatim
256,어린이집,죽림2단지어린이집,여수,전남광주 여수시 죽림로 38 죽림휴먼시아2단지내 죽림2단지어린이집,34.763031,127.639771,nominatim
257,어린이집,중흥보듬이나눔이어린이집,여수,전남광주 여수시 소라면 죽림3길 10 중흥보듬이나눔이어린이집,34.763917,127.637696,nominatim
258,어린이집,힐스테이트죽림젠트리스어린이집,여수,전남광주 여수시 덕양로 21-18,34.766752,127.636184,nominatim
259,어린이집,웅천더힐1단지어린이집,여수,전남광주 여수시 웅천로 262 웅천더힐1단지 내,34.749233,127.678132,nominatim
260,어린이집,웅천어린이집,여수,전남광주 여수시 웅천중앙로 54,34.747282,127.677007,nominatim
261,어린이집,웅천포레나1단지어린이집,여수,"전남광주 여수시 웅천남8로 24 (웅천동, 여수웅천포레나1단지 관리동)",34.73931,127.680604,nominatim
262,어린이집,웅천포레나2단지어린이집,여수,"전남광주 여수시 웅천남8로 23 (웅천동, 여수웅천포레나2단지 관리동 내))",34.73931,127.680604,nominatim
263,어린이집,e편한세상여수더퍼스트어린이집,여수,전남광주 여수시 학동북4길 7,34.768063,127.659733,nominatim
264,어린이집,쌍봉어린이집,여수,전남광주 여수시 안산1길 181 (안산동),34.752568,127.65188,nominatim
265,어린이집,안산어린이집,여수,전남광주 여수시 장성3길 30,34.75365,127.654926,nominatim
266,어린이집,여서어린이집,여수,전남광주 여수시 대치1길 26-3,34.747515,127.700533,nominatim
267,어린이집,꿈모아어린이집,여수,전남광주 여수시 성산6길 47-10,34.77314,127.641813,nominatim
268,어린이집,여천어린이집,여수,전남광주 여수시 무선1길 8 (선원동),34.771102,127.654229,nominatim
269,어린이집,봉계어린이집,여수,"전남광주 여수시 좌수영로 682-34 101동 105호(봉계동,로얄골드빌)",34.775849,127.694379,nominatim
270,어린이집,연등어린이집,여수,전남광주 여수시 연등6길 54 (연등동),34.755398,127.727448,nominatim
271,어린이집,수정어린이집,여수,전남광주 여수시 수정2길 11 (수정동),34.744874,127.747411,nominatim
272,어린이집,나진어린이집,여수,전남광주 여수시 화양면 나진길 16-26 여수시립나진어린이집,34.708047,127.6105,nominatim
273,어린이집,화정어린이집,여수,전남광주 여수시 화정면 신흥길 32-11,34.752,127.662,approx-city
274,어린이집,해오름어린이집,여수,전남광주 여수시 돌산읍 강남10길 18-20,34.752,127.662,approx-city
275,어린이집,그리스도어린이집,여수,전남광주 여수시 둔덕1길 16 (둔덕동),34.765576,127.702495,nominatim
276,어린이집,도담어린이집,여수,전남광주 여수시 상암로 16,34.835766,127.739951,nominatim
277,어린이집,라온어린이집,여수,"전남광주 여수시 용수길 2-9 (둔덕동, 라온어린이집)",34.784969,127.697673,nominatim
278,어린이집,한려어린이집,여수,전남광주 여수시 쌍봉로 316 한려아파트내 (한려어린이집),34.764556,127.676557,nominatim
279,어린이집,시티어린이집,여수,"전남광주 여수시 덕충안길 84 204동 1층(덕충동,시티프라디움2단지)",34.75282,127.747379,nominatim
280,어린이집,초록빛어린이집,여수,"전남광주 여수시 박람회길 61 덕충동, 엑스포힐스테이트 1단지내",34.751685,127.744062,nominatim
281,어린이집,사과나무어린이집,여수,전남광주 여수시 허문정1길 39 (문수동),34.750184,127.694425,nominatim
282,어린이집,안데르센어린이집,여수,전남광주 여수시 여문2로 53-4,34.753073,127.693316,nominatim
283,어린이집,양우내안애어린이집,여수,전남광주 여수시 소라면 도원로 80 (죽림 양우내안애),34.760959,127.652972,nominatim
284,어린이집,여수죽림1차부영사랑으로어린이집,여수,전남광주 여수시 소라면 죽림로 10 (죽림부영1단지내 보육시설),34.763031,127.639771,nominatim
285,어린이집,여수죽림2차부영사랑으로어린이집,여수,전남광주 여수시 소라면 덕양로 114 (죽림부영2차내),34.772829,127.638129,nominatim
286,어린이집,고우나어린이집,여수,전남광주 여수시 시전4길 9 (신기동),34.759965,127.672825,nominatim
287,어린이집,더테라스어린이집,여수,전남광주 여수시 웅천남1로 99,34.741588,127.678952,nominatim
288,어린이집,로제비앙어린이집,여수,전남광주 여수시 신기북7길 30 대광로제비앙샌텀29 관리동,34.763478,127.677089,nominatim
289,어린이집,민들레어린이집,여수,"전남광주 여수시 웅천중앙로 33 (웅천동, 웅천지웰2차)",34.747282,127.677007,nominatim
290,어린이집,여수웅천1차부영사랑으로어린이집,여수,"전남광주 여수시 웅천로 189 웅천동, 여수웅천 부영1차아파트",34.740618,127.678494,nominatim
291,어린이집,여수웅천2차부영사랑으로어린이집,여수,"전남광주 여수시 웅천로 261 웅천동, 여수웅천 부영2차아파트",34.742196,127.687231,nominatim
292,어린이집,여수웅천3차부영사랑으로어린이집,여수,전남광주 여수시 웅천로 291 웅천 부영3차,34.742196,127.687231,nominatim
293,어린이집,예울어린이집,여수,전남광주 여수시 예울마루로 30 107동 1층,34.744345,127.662963,nominatim
294,어린이집,웅천포레스트1단지부영사랑으로어린이집,여수,전남광주 여수시 웅천로 292 웅천포레스트부영1단지,34.749233,127.678132,nominatim
295,어린이집,웅천포레스트2단지부영사랑으로 어린이집,여수,전남광주 여수시 여서로 55 웅천포레스트 2단지,34.750481,127.710265,nominatim
296,어린이집,지웰 꿈꾸는어린이집,여수,전남광주 여수시 예울마루로 30 (웅천지웰아파트),34.744345,127.662963,nominatim
297,어린이집,지웰3단지 어린이집,여수,전남광주 여수시 웅천중앙로 47 웅천 지웰3단지 내,34.747282,127.677007,nominatim
298,어린이집,개구쟁이어린이집,여수,전남광주 여수시 장성2길 41 (안산동),34.755264,127.655895,nominatim
299,어린이집,더조은어린이집,여수,전남광주 여수시 소호5길 39 주은금호 3차,34.744486,127.650901,nominatim
300,어린이집,신동아파밀리에어린이집,여수,전남광주 여수시 무선로 50 신동아파밀리에 단지 내,34.78072,127.646515,nominatim
301,어린이집,참예쁜어린이집,여수,전남광주 여수시 소호6길 11 (소호동),34.741331,127.64777,nominatim
302,어린이집,다솜어린이집,여수,전남광주 여수시 대치1길 82-1,34.748258,127.700703,nominatim
303,어린이집,배울학어린이집,여수,전남광주 여수시 여서동4길 6 (여서동),34.752244,127.709541,nominatim
304,어린이집,리틀세화어린이집,여수,전남광주 여수시 선원7길 52 (선원동),34.761574,127.649345,nominatim
305,어린이집,이좋은어린이집,여수,전남광주 여수시 덕양로 157 무선주공아파트 관리소 1층 (화장동),34.766752,127.636184,nominatim
306,어린이집,지에이그린웰어린이집,여수,전남광주 여수시 신월3길 18-5 지에이그린웰어린이집 관리동,34.752,127.662,approx-city
307,어린이집,로얄어린이집,여수,전남광주 여수시 좌수영로 682-34 로얄아파트 관리동,34.775849,127.694379,nominatim
308,어린이집,주사랑어린이집,여수,전남광주 여수시 고소3길 114 (고소동),34.73997,127.743731,nominatim
309,어린이집,여천제일어린이집,여수,전남광주 여수시 학동서4길 58-20,34.763714,127.658236,nominatim
310,어린이집,꽃동산어린이집,여수,전남광주 여수시 신월로 533 (신월동),34.745537,127.68358,nominatim
311,어린이집,아가방어린이집,여수,전남광주 여수시 장군산길 63 (오림동),34.756276,127.715576,nominatim
312,어린이집,샘터특수어린이집,여수,전남광주 여수시 대교로 61 (봉산동),34.731893,127.728172,nominatim
313,어린이집,샬롬어린이집,여수,전남광주 여수시 만성로 337 (만흥동),34.774089,127.73029,nominatim
314,어린이집,홍익어린이집,여수,전남광주 여수시 충민사길 31 (덕충동),34.75702,127.731899,nominatim
315,어린이집,고려어린이집,여수,"전남광주 여수시 문수북6길 35-1 35,33-2(문수동)",34.760706,127.706407,nominatim
316,어린이집,베타니아생태어린이집,여수,전남광주 여수시 문수7길 26-12,34.755364,127.694982,nominatim
317,어린이집,꽃들어린이집,여수,전남광주 여수시 소정길 30 (미평동),34.76145,127.709026,nominatim
318,어린이집,꿈미래재롱이어린이집,여수,전남광주 여수시 봉강서1길 33 (봉강동),34.740274,127.722847,nominatim
319,어린이집,소라어린이집,여수,전남광주 여수시 소라면 조산로 286,34.775247,127.613175,nominatim
320,어린이집,천우어린이집,여수,전남광주 여수시 신기남3길 11 (신기동),34.760327,127.671391,nominatim
321,어린이집,이화어린이집,여수,전남광주 여수시 장성2길 19 (안산동),34.755264,127.655895,nominatim
322,어린이집,참사랑어린이집,여수,전남광주 여수시 여서로 226-3 (여서동),34.748605,127.692241,nominatim
323,어린이집,한빛어린이집,여수,전남광주 여수시 대치1길 26-6,34.747515,127.700533,nominatim
324,어린이집,중앙어린이집,여수,전남광주 여수시 성산4길 9-6 (화장동),34.776844,127.647077,nominatim
325,어린이집,리라어린이집,여수,전남광주 여수시 신월로 561-6 (신월동),34.755813,127.674652,nominatim
326,어린이집,꿈동산어린이집,여수,전남광주 여수시 율촌면 동산개길 19-3,34.752,127.662,approx-city
327,어린이집,롯데케미칼 첨단소재 여수mom편한 어린이집,여수,"전남광주 여수시 새터로 6 신기동, 롯데첨단소재 사택 내",34.762163,127.67429,nominatim
328,어린이집,DL케미칼여수한숲어린이집,여수,전남광주 여수시 시청로 5 DL케미칼 1사택 내 복지시설 1층,34.768804,127.663445,nominatim
329,어린이집,GS칼텍스 지예슬어린이집,여수,전남광주 여수시 소호로 449 GS칼텍스 쌍봉사택,34.73251,127.646277,nominatim
330,어린이집,LG여수어린이집,여수,"전남광주 여수시 소호로 619 (소호동, 엘지화학사택내)",34.724202,127.639612,nominatim
331,어린이집,여수시청직장어린이집,여수,"전남광주 여수시 시청동1길 30 (학동, 여수시청직장어린이집)",34.758662,127.663059,nominatim
332,어린이집,한화솔루션 여천NCC공동어린이집,여수,"전남광주 여수시 소호로 513 (소호동, 한화케미칼 사택)",34.73251,127.646277,nominatim
333,어린이집,여수경찰서어린이집,여수,전남광주 여수시 여서동5길 21,34.75139,127.708771,nominatim
334,어린이집,롯데케미칼 mom편한 어린이집,여수,"전남광주 여수시 무선로 27 선원동, 롯데케미칼 사택 내",34.78072,127.646515,nominatim
335,어린이집,한화여수 어린이집,여수,전남광주 여수시 신월8길 35-8 (신월동),34.752,127.662,approx-city
336,어린이집,풍덕어린이집,순천,전라남도 순천시 역전광장3길 15 (풍덕동),34.944655,127.501192,nominatim
337,어린이집,영현어린이집,순천,전라남도 순천시 별량면 봉덕1길 27,34.9506,127.4872,approx-city
338,어린이집,연향어린이집,순천,전라남도 순천시 연향2로 60 (연향동),34.947973,127.519473,nominatim
339,어린이집,강청어린이집,순천,전라남도 순천시 서면 강청길 134,34.9506,127.4872,approx-city
340,어린이집,저전보듬이나눔이어린이집,순천,전라남도 순천시 정충사길 5 (저전동),34.948315,127.481987,nominatim
341,어린이집,보배어린이집,순천,"전라남도 순천시 연향2로 55 (연향동, 대우아파트) 관리동",34.948288,127.521091,nominatim
342,어린이집,선양어린이집,순천,전라남도 순천시 덕월1길 34 (덕월동),34.9506,127.4872,approx-city
343,어린이집,서영어린이집,순천,전라남도 순천시 두지길 16 (조례동),34.9506,127.4872,approx-city
344,어린이집,남순천어린이집,순천,전라남도 순천시 산행길 13 (옥천동),34.9506,127.4872,approx-city
345,어린이집,우석어린이집,순천,전라남도 순천시 서면 선평길 11,34.9506,127.4872,approx-city
346,어린이집,도레미어린이집,순천,전라남도 순천시 봉화2길 139 (조례동),34.969375,127.520381,nominatim
347,어린이집,봉화어린이집,순천,전라남도 순천시 업동2길 33 (용당동),34.97267,127.494265,nominatim
348,어린이집,동부어린이집,순천,전라남도 순천시 동문외2길 15 (동외동),34.9506,127.4872,approx-city
349,어린이집,현대어린이집,순천,전라남도 순천시 가곡길 82-11 (가곡동),34.97784,127.48051,nominatim
350,어린이집,성가롤로병원어린이집,순천,전라남도 순천시 순광로 221,34.964259,127.543101,nominatim
351,어린이집,가곡어린이집,순천,전라남도 순천시 서면 선평길 25,34.9506,127.4872,approx-city
352,어린이집,삐아제어린이집,순천,전라남도 순천시 덕암삼거리길 48 (덕암동),34.9506,127.4872,approx-city
353,어린이집,송죽원어린이집,순천,전라남도 순천시 상대석길 103 (연향동),34.949602,127.527869,nominatim
354,어린이집,수정어린이집,순천,전라남도 순천시 해룡면 좌야로 135 604동 102호(중흥에스-클래스 6단지 메가타운),34.936991,127.546016,nominatim
355,어린이집,피노키오어린이집,순천,전라남도 순천시 덕암2길 40 (연향동),34.9506,127.4872,approx-city
356,어린이집,예사랑어린이집,순천,전라남도 순천시 기적의도서관길 90 (부영3차아파트) 관리동,34.948087,127.525623,nominatim
357,어린이집,예슬아어린이집,순천,"전라남도 순천시 지봉로 485 (조례동, 대주아파트) 관리동",34.931482,127.540945,nominatim
358,어린이집,코끼리어린이집,순천,전라남도 순천시 복성길 9 (해룡면),34.9506,127.4872,approx-city
359,어린이집,하나둘셋어린이집,순천,전라남도 순천시 상성길 274 (해룡면),34.927753,127.543349,nominatim
360,어린이집,예쁜어린이집,순천,"전라남도 순천시 연향번영길 94 (연향동, 연향동 동성아파트) 관리동",34.950417,127.518011,nominatim
361,어린이집,대광새싹어린이집,순천,전라남도 순천시 해룡면 연향로 166 (대광로제비앙-센트럴) 관리동,34.943026,127.523691,nominatim
362,어린이집,삼성프렌즈어린이집,순천,"전라남도 순천시 삼산로 135-5 (용당동, 삼성아파트) 관리동",34.982883,127.502711,nominatim
363,어린이집,파란나라어린이집,순천,"전라남도 순천시 조례연동길 5 (조례동, 순천조례3차 대주파크빌) 관리동",34.9506,127.4872,approx-city
364,어린이집,평안어린이집,순천,전라남도 순천시 삼산로 92-23 (용당동),34.982883,127.502711,nominatim
365,어린이집,아이꿈터어린이집,순천,전라남도 순천시 신흥중1길 13 (해룡면),34.950387,127.526285,nominatim
366,어린이집,아림킨더하우스어린이집,순천,전라남도 순천시 왕지로 153 (왕지동),34.9506,127.4872,approx-city
367,어린이집,금당제일어린이집,순천,전라남도 순천시 순광로 177 (조례동),34.955051,127.5236,nominatim
368,어린이집,천사어린이집,순천,"전라남도 순천시 봉화2길 116 (조례동, 조례주공7단지아파트) 관리동",34.962045,127.519808,nominatim
369,어린이집,배들어린이집,순천,전라남도 순천시 배들이길 17 (선평배들마을아파트) 관리동,34.98894,127.496933,nominatim
370,어린이집,아이키움어린이집,순천,"전라남도 순천시 안산길 5 (연향동, 호반리젠시빌1차아파트) 관리동",34.939128,127.527079,nominatim
371,어린이집,샛별어린이집,순천,전라남도 순천시 석현길 63 (석현동),34.974252,127.474756,nominatim
372,어린이집,은현어린이집,순천,전라남도 순천시 수박등3길 52 (생목동),34.9506,127.4872,approx-city
373,어린이집,꿈의땅어린이집,순천,전라남도 순천시 이수1길 35-24 (생목동),34.948068,127.505729,nominatim
374,어린이집,슬기별어린이집,순천,전라남도 순천시 용당초등길 33-27 (용당동),34.9506,127.4872,approx-city
375,어린이집,꿈동산몬테소리어린이집,순천,전라남도 순천시 팔마로 269 (연향동),34.93535,127.516306,nominatim
376,어린이집,동글동글어린이집,순천,전라남도 순천시 소안길 48 (해룡면),34.9506,127.4872,approx-city
377,어린이집,해바라기어린이집,순천,전라남도 순천시 송정길 36-55 (조례동),34.959985,127.513993,nominatim
378,어린이집,연향삐아제어린이집,순천,전라남도 순천시 율산길 37-13 (연향동),34.939526,127.534436,nominatim
379,어린이집,이솝어린이집,순천,전라남도 순천시 연동남1길 31 (조례동),34.956759,127.533549,nominatim
380,어린이집,한샘어린이집,순천,"전라남도 순천시 덕월길 22 102동 106호(덕월동, 우성아파트)",34.9506,127.4872,approx-city
381,어린이집,아기천사어린이집,순천,전라남도 순천시 장선배기길 90 (조례동),34.95188,127.528995,nominatim
382,어린이집,아이꿈어린이집,순천,"전라남도 순천시 연동남길 24 109동 105호(조례동, 연동대주파크빌1차아파트)",34.956054,127.534334,nominatim
383,어린이집,샬롬비테에어린이집,순천,전라남도 순천시 해룡면 신대로 66 218동 102호(중흥에스-클래스2단지),34.932239,127.548395,nominatim
384,어린이집,아해뜰어린이집,순천,전라남도 순천시 도장길 31 (연향동),34.939197,127.527593,nominatim
385,어린이집,ing몬테소리어린이집,순천,"전라남도 순천시 봉화2길 128 205동 105호(조례동, 대림2차아파트)",34.961889,127.51812,nominatim
386,어린이집,어깨동무어린이집,순천,"전라남도 순천시 조례연동길 5 310동 105호(조례동, 순천조례3차 대주파크빌)",34.9506,127.4872,approx-city
387,어린이집,꼬마또래어린이집,순천,"전라남도 순천시 연향1로 40 105동 102호(연향동, 금호아파트)",34.944896,127.517112,nominatim
388,어린이집,신원어린이집,순천,"전라남도 순천시 지봉로 372-5 101동 103호 (해룡면, 신원아르시스)",34.931482,127.540945,nominatim
389,어린이집,청암어린이집,순천,"전라남도 순천시 백연길 105 201동 107호(조례동, 연동대주파크빌아파트)",34.95339,127.533159,nominatim
390,어린이집,새나라어린이집,순천,"전라남도 순천시 생목길 1 (생목동, 벽산아파트) 관리동",34.9506,127.4872,approx-city
391,어린이집,새꿈어린이집,순천,전라남도 순천시 해룡면 신대로 66 210동 101호(중흥에스-클래스2단지),34.932239,127.548395,nominatim
392,어린이집,코아루어린이집,순천,"전라남도 순천시 안산길 50 103동 101호(연향동, 코아루아파트)",34.936087,127.527347,nominatim
393,어린이집,동화나라어린이집,순천,전라남도 순천시 상대석길 13 902동 108호(부영9차아파트),34.94976,127.531482,nominatim
394,어린이집,참사랑어린이집,순천,"전라남도 순천시 오천4길 21 104동 103호(풍덕동, 골드클레스)",34.932717,127.495154,nominatim
395,어린이집,대주파크어린이집,순천,"전라남도 순천시 조례연동길 5 310동 103호(조례동, 연동대주파크빌3차아파트)",34.9506,127.4872,approx-city
396,어린이집,리틀영재어린이집,순천,전라남도 순천시 해룡면 좌야로 135 614동 103호(중흥에스-클래스 6단지 메가타운),34.936991,127.546016,nominatim
397,어린이집,뽀로롱어린이집,순천,전라남도 순천시 율산공원길 16 (연향동),34.939308,127.524064,nominatim
398,어린이집,사과나무어린이집,순천,전라남도 순천시 해룡면 좌야로 159-14 912동 102호(중흥에듀힐스9단지),34.930229,127.551023,nominatim
399,어린이집,키즈fun칼리지어린이집,순천,전라남도 순천시 동명초등길 13 (해룡면),34.948361,127.527356,nominatim
400,어린이집,순천제일대학교보육교사교육원부설어린이집,순천,전라남도 순천시 제일대학길 17 (덕월동) 순천제일대학교,34.934014,127.486289,nominatim
401,어린이집,한솔어린이집,순천,전라남도 순천시 해룡면 신대로 96 315-103(중흥에스-클래스3단지),34.935827,127.549614,nominatim
402,어린이집,더조은어린이집,순천,"전라남도 순천시 팔마4길 40 106동 104호(연향동, 세영더조은아파트)",34.934272,127.515133,nominatim
403,어린이집,여이레몬테소리어린이집,순천,"전라남도 순천시 조례연동길 5 311동 106호(조례동, 순천조례 대주파크빌)",34.9506,127.4872,approx-city
404,어린이집,프뢰벨어린이집,순천,"전라남도 순천시 가곡길 30 101동 104호(가곡동, 신영아파트)",34.97784,127.48051,nominatim
405,어린이집,킨더스쿨어린이집,순천,"전라남도 순천시 연향중앙상가길 41 202동 104호(연향동, 연향2단지 현대아파트)",34.952069,127.519563,nominatim
406,어린이집,꼬마영재어린이집,순천,"전라남도 순천시 왕궁길 95 106동 102호(조례동, 왕지송촌프라임아파트)",34.956131,127.53173,nominatim
407,어린이집,하늘아이어린이집,순천,"전라남도 순천시 왕궁길 55 102동 101호 (조례동,왕지아파트)",34.956131,127.53173,nominatim
408,어린이집,아띠어린이집,순천,전라남도 순천시 율산공원길 97 (연향동),34.939308,127.524064,nominatim
409,어린이집,송촌하늘아이어린이집,순천,전라남도 순천시 왕궁길 95 106동 103호(왕지송촌프라임아파트),34.956131,127.53173,nominatim
410,어린이집,숲속어린이집,순천,전라남도 순천시 충숙길 42 (용당동),34.9506,127.4872,approx-city
411,어린이집,청아어린이집,순천,전라남도 순천시 해룡면 좌야로 135 607동 101호(중흥에스-클래스6단지메가타운),34.936991,127.546016,nominatim
412,어린이집,으뜸어린이집,순천,전라남도 순천시 비봉길 21 (조례동),34.9506,127.4872,approx-city
413,어린이집,햇빛어린이집,순천,"전라남도 순천시 대석길 98 202동 105호(해룡면, 청솔아파트)",34.946059,127.531157,nominatim
414,어린이집,키즈비전어린이집,순천,전라남도 순천시 해룡면 좌야로 135 601동 102호(중흥에스-클래스 6단지 메가타운),34.936991,127.546016,nominatim
415,어린이집,우주어린이집,순천,"전라남도 순천시 비봉2길 22 (조례동, 시대아파트) 관리동",34.972508,127.520984,nominatim
416,어린이집,뽀뽀어린이집,순천,"전라남도 순천시 장선배기길 55 103동 105호(조례동, 동신1차아파트)",34.95188,127.528995,nominatim
417,어린이집,꿈꾸는어린이집,순천,"전라남도 순천시 연향중앙상가길 56 104동 108호(연향동, 동부아파트)",34.952069,127.519563,nominatim
418,어린이집,오렌지어린이집,순천,전라남도 순천시 대석초등길 69 (연향동),34.944454,127.52606,nominatim
419,어린이집,아름다운어린이집,순천,전라남도 순천시 덕암1길 8 (덕암동),34.9506,127.4872,approx-city
420,어린이집,꿈나무어린이집,순천,전라남도 순천시 해룡면 신대로 97 506-105(신대중흥s클래스5단지),34.932809,127.548074,nominatim
421,어린이집,한빛어린이집,순천,전라남도 순천시 오리정3길 64 (석현동),34.972879,127.484222,nominatim
422,어린이집,엄마품어린이집,순천,전라남도 순천시 해룡면 신대로 96 308동 102호(중흥에스-클래스3단지),34.935827,127.549614,nominatim
423,어린이집,꼬마화가어린이집,순천,전라남도 순천시 삼동안길 33 (해룡면),34.9506,127.4872,approx-city
424,어린이집,낙안어린이집,순천,전라남도 순천시 낙안면 민속마을길 1690,34.908048,127.346202,nominatim
425,어린이집,아이숲어린이집,순천,전라남도 순천시 해룡면 기적의도서관길 90 305동 103호(부영3차아파트),34.947571,127.529587,nominatim
426,어린이집,승주어린이집,순천,전라남도 순천시 승주읍 승평길 15,34.9506,127.4872,approx-city
427,어린이집,꿈나래어린이집,순천,"전라남도 순천시 연향1로 40 3동 106호(연향동, 금호아파트)",34.944896,127.517112,nominatim
428,어린이집,오즈어린이집,순천,"전라남도 순천시 조례1길 9 107동 101호(조례동, 금호아파트)",34.9506,127.4872,approx-city
429,어린이집,휴튼어린이집,순천,"전라남도 순천시 조례1길 60 (조례동, 남양휴튼) 관리동",34.9506,127.4872,approx-city
430,어린이집,삼산어린이집,순천,"전라남도 순천시 삼산로 103-13 109동 101호(용당동, 현대아파트)",34.982883,127.502711,nominatim
431,어린이집,온누리어린이집,순천,"전라남도 순천시 봉화1길 146 902동104호(조례동, 봉화그린빌아파트)",34.962029,127.514713,nominatim
432,어린이집,태양어린이집,순천,"전라남도 순천시 장선배기길 63 201동 105호(조례동, 중흥2차아파트)",34.954318,127.530034,nominatim
433,어린이집,대주하늘꿈어린이집,순천,"전라남도 순천시 기적의도서관2길 35 105동 103호(연향동, 대주파크빌아파트)",34.944584,127.527072,nominatim
434,어린이집,색깔나라어린이집,순천,"전라남도 순천시 연향2로 56 102동 108호(연향동, 우미아파트)",34.947973,127.519473,nominatim
435,어린이집,동부종합복지관 어린이집,순천,전라남도 순천시 장선배기길 18 (조례동),34.953995,127.526553,nominatim
436,어린이집,라움어린이집,순천,"전라남도 순천시 왕지3길 60 (왕지동, 롯데캐슬아파트) 관리동",34.97499,127.526697,nominatim
437,어린이집,가곡참샘어린이집,순천,"전라남도 순천시 고지1길 57 (가곡동, 참샘마을휴먼시아) 관리동",34.983885,127.482996,nominatim
438,어린이집,동그라미유아스쿨어린이집,순천,"전라남도 순천시 장선배기길 77 (조례동,부영5차아파트) 관리동",34.953299,127.530838,nominatim
439,어린이집,두산위브어린이집,순천,"전라남도 순천시 왕지3길 55 (왕지동, 순천두산위브1단지아파트) 관리동",34.973918,127.526002,nominatim
440,어린이집,아이조아어린이집,순천,"전라남도 순천시 왕지5길 9-26 (왕지동, 순천두산위브2단지아파트) 관리동",34.97145,127.528202,nominatim
441,어린이집,라송어린이집,순천,"전라남도 순천시 강청길 82 (서면, 라송 센트럴카운티) 관리동",34.987966,127.504418,nominatim
