기준일자,전시ID,전시명,일일유료,일일무료,일일총인원,일일금액,누계유료,누계무료,누계총인원,누계금액,점유율
20260407,260227_01,어린이미술전 <우리 SUM 타볼래>,50,0,50,231000,885,60,945,4948500,15.7
20260407,260327_01,섬냥이 in 장도,54,0,54,162000,405,6,411,1215000,12.2
20260408,260227_01,어린이미술전 <우리 SUM 타볼래>,53,3,56,243500,938,63,1001,5192000,16.5
20260408,260327_01,섬냥이 in 장도,39,2,41,117000,444,8,452,1332000,13.3
20260409,260227_01,어린이미술전 <우리 SUM 타볼래>,15,2,17,97000,953,65,1018,5289000,16.8
20260409,260327_01,섬냥이 in 장도,1,0,1,3000,445,8,453,1335000,13.4
20260410,260227_01,어린이미술전 <우리 SUM 타볼래>,8,0,8,42000,961,65,1026,5331000,16.9
20260410,260327_01,섬냥이 in 장도,25,5,30,75000,470,13,483,1410000,14.1
20260411,260227_01,어린이미술전 <우리 SUM 타볼래>,59,4,63,323000,1020,69,1089,5654000,17.9
20260411,260327_01,섬냥이 in 장도,88,1,89,264000,558,14,572,1674000,16.7
20260412,260227_01,어린이미술전 <우리 SUM 타볼래>,34,12,46,194000,1054,81,1135,5848000,18.6
20260412,260327_01,섬냥이 in 장도,61,2,63,183000,619,16,635,1857000,18.6
20260414,260227_01,어린이미술전 <우리 SUM 타볼래>,3,0,3,19000,1057,81,1138,5867000,18.6
20260414,260327_01,섬냥이 in 장도,8,0,8,24000,627,16,643,1881000,18.8
20260415,260227_01,어린이미술전 <우리 SUM 타볼래>,85,3,88,461000,1142,84,1226,6328000,20.1
20260415,260327_01,섬냥이 in 장도,23,0,23,69000,650,16,666,1950000,19.5
20260416,260227_01,어린이미술전 <우리 SUM 타볼래>,5,3,8,29000,1147,87,1234,6357000,20.2
20260416,260327_01,섬냥이 in 장도,41,3,44,123000,691,19,710,2073000,20.7
20260417,260227_01,어린이미술전 <우리 SUM 타볼래>,4,0,4,24000,1151,87,1238,6381000,20.3
20260417,260327_01,섬냥이 in 장도,29,0,29,87000,720,19,739,2160000,21.6
20260418,260227_01,어린이미술전 <우리 SUM 타볼래>,74,18,92,400000,1225,105,1330,6781000,21.5
20260418,260327_01,섬냥이 in 장도,57,5,62,171000,777,24,801,2331000,23.3
20260419,260227_01,어린이미술전 <우리 SUM 타볼래>,29,1,30,157000,1254,106,1360,6938000,22
20260419,260327_01,섬냥이 in 장도,39,1,40,117000,816,25,841,2448000,24.5
20260421,260227_01,어린이미술전 <우리 SUM 타볼래>,19,0,19,111000,1273,106,1379,7049000,22.4
20260421,260327_01,섬냥이 in 장도,36,0,36,108000,852,25,877,2556000,25.6
20260422,260227_01,어린이미술전 <우리 SUM 타볼래>,14,0,14,63000,1287,106,1393,7112000,22.6
20260422,260327_01,섬냥이 in 장도,17,0,17,51000,869,25,894,2607000,26.1
20260423,260227_01,어린이미술전 <우리 SUM 타볼래>,5,0,5,31000,1292,106,1398,7143000,22.7
20260423,260327_01,섬냥이 in 장도,21,0,21,63000,890,25,915,2670000,26.7
20260424,260227_01,어린이미술전 <우리 SUM 타볼래>,54,4,58,314500,1346,110,1456,7457500,23.7
20260424,260327_01,섬냥이 in 장도,45,2,47,135000,935,27,962,2805000,28.1
20260425,260227_01,어린이미술전 <우리 SUM 타볼래>,70,8,78,396000,1416,118,1534,7853500,24.9
20260425,260327_01,섬냥이 in 장도,56,3,59,168000,991,30,1021,2973000,29.7
20260426,260227_01,어린이미술전 <우리 SUM 타볼래>,58,3,61,314000,1474,121,1595,8167500,25.9
20260426,260327_01,섬냥이 in 장도,65,2,67,195000,1056,32,1088,3168000,31.7
20260428,260227_01,어린이미술전 <우리 SUM 타볼래>,3,0,3,15000,1477,121,1598,8182500,26
20260428,260327_01,섬냥이 in 장도,17,0,17,51000,1073,32,1105,3219000,32.2
20260429,260227_01,어린이미술전 <우리 SUM 타볼래>,73,0,73,432500,1550,121,1671,8615000,27.3
20260429,260327_01,섬냥이 in 장도,12,0,12,36000,1085,32,1117,3255000,32.6
20260430,260227_01,어린이미술전 <우리 SUM 타볼래>,1,0,1,5000,1551,121,1672,8620000,27.4
20260430,260327_01,섬냥이 in 장도,11,0,11,33000,1096,32,1128,3288000,32.9
20260501,260227_01,어린이미술전 <우리 SUM 타볼래>,20,3,23,106000,1571,124,1695,8726000,27.7
20260501,260327_01,섬냥이 in 장도,97,1,98,291000,1193,33,1226,3579000,35.8
20260502,260227_01,어린이미술전 <우리 SUM 타볼래>,17,2,19,91000,1588,126,1714,8817000,28
20260502,260327_01,섬냥이 in 장도,143,0,143,429000,1336,33,1369,4008000,40.1
20260503,260227_01,어린이미술전 <우리 SUM 타볼래>,52,2,54,274000,1640,128,1768,9091000,28.9
20260503,260327_01,섬냥이 in 장도,56,0,56,168000,1392,33,1425,4176000,41.8
20260504,260227_01,어린이미술전 <우리 SUM 타볼래>,12,1,13,60000,1652,129,1781,9151000,29.1
20260504,260327_01,섬냥이 in 장도,56,1,57,168000,1448,34,1482,4344000,43.4
20260505,260227_01,어린이미술전 <우리 SUM 타볼래>,35,2,37,177000,1687,131,1818,9328000,29.6
20260505,260327_01,섬냥이 in 장도,70,1,71,210000,1518,35,1553,4554000,45.5
20260506,260227_01,어린이미술전 <우리 SUM 타볼래>,0,0,0,0,1687,131,1818,9328000,
20260506,260327_01,섬냥이 in 장도,13,0,13,39000,1531,35,1566,4593000,45.9
20260507,260227_01,어린이미술전 <우리 SUM 타볼래>,21,1,22,105000,1708,132,1840,9433000,29.9
20260507,260327_01,섬냥이 in 장도,15,0,15,45000,1546,35,1581,4638000,46.4
20260508,260227_01,어린이미술전 <우리 SUM 타볼래>,103,4,107,466500,1811,136,1947,9899500,31.4
20260508,260327_01,섬냥이 in 장도,33,0,33,99000,1579,35,1614,4737000,47.4
20260509,260227_01,어린이미술전 <우리 SUM 타볼래>,21,5,26,109000,1832,141,1973,10008500,31.8
20260509,260327_01,섬냥이 in 장도,66,2,68,198000,1645,37,1682,4935000,49.4
20260510,260227_01,어린이미술전 <우리 SUM 타볼래>,17,2,19,91000,1849,143,1992,10099500,32.1
20260510,260327_01,섬냥이 in 장도,73,1,74,219000,1718,38,1756,5154000,51.5
20260512,260227_01,어린이미술전 <우리 SUM 타볼래>,89,0,89,415000,1938,143,2081,10514500,33.4
20260512,260327_01,섬냥이 in 장도,14,0,14,42000,1732,38,1770,5196000,52
20260513,260227_01,어린이미술전 <우리 SUM 타볼래>,11,0,11,55000,1949,143,2092,10569500,33.6
20260513,260327_01,섬냥이 in 장도,15,0,15,45000,1747,38,1785,5241000,52.4
20260514,260227_01,어린이미술전 <우리 SUM 타볼래>,78,7,85,366000,2027,150,2177,10935500,34.7
20260514,260327_01,섬냥이 in 장도,35,7,42,105000,1782,45,1827,5346000,53.5
20260515,260227_01,어린이미술전 <우리 SUM 타볼래>,67,0,67,355500,2094,150,2244,11291000,35.8
20260515,260327_01,섬냥이 in 장도,21,1,22,63000,1803,46,1849,5409000,54.1
20260516,260227_01,어린이미술전 <우리 SUM 타볼래>,23,14,37,125000,2117,164,2281,11416000,36.2
20260516,260327_01,섬냥이 in 장도,88,0,88,264000,1891,46,1937,5673000,56.7
20260517,260227_01,어린이미술전 <우리 SUM 타볼래>,18,5,23,92000,2135,169,2304,11508000,36.5
20260517,260327_01,섬냥이 in 장도,65,0,65,195000,1956,46,2002,5868000,58.7
20260519,260227_01,어린이미술전 <우리 SUM 타볼래>,23,6,29,127000,2158,175,2333,11635000,36.9
20260519,260327_01,섬냥이 in 장도,4,0,4,12000,1960,46,2006,5880000,58.8
20260520,260227_01,어린이미술전 <우리 SUM 타볼래>,55,2,57,248500,2213,177,2390,11883500,37.7
20260520,260327_01,섬냥이 in 장도,0,4,4,0,1960,50,2010,5880000,
20260521,260227_01,어린이미술전 <우리 SUM 타볼래>,38,0,38,217500,2251,177,2428,12101000,38.4
20260521,260327_01,섬냥이 in 장도,26,0,26,78000,1986,50,2036,5958000,59.6
20260522,260227_01,어린이미술전 <우리 SUM 타볼래>,43,3,46,227000,2294,180,2474,12328000,39.1
20260522,260327_01,섬냥이 in 장도,14,2,16,42000,2000,52,2052,6000000,60
20260523,260227_01,어린이미술전 <우리 SUM 타볼래>,14,0,14,72000,2308,180,2488,12400000,39.4
20260523,260327_01,섬냥이 in 장도,61,0,61,183000,2061,52,2113,6183000,61.8
20260524,260227_01,어린이미술전 <우리 SUM 타볼래>,19,1,20,107000,2327,181,2508,12507000,39.7
20260524,260327_01,섬냥이 in 장도,133,3,136,399000,2194,55,2249,6582000,65.8
20260526,260227_01,어린이미술전 <우리 SUM 타볼래>,18,1,19,86000,2345,182,2527,12593000,40
20260526,260327_01,섬냥이 in 장도,24,1,25,72000,2218,56,2274,6654000,66.5
20260527,260227_01,어린이미술전 <우리 SUM 타볼래>,26,0,26,124500,2371,182,2553,12717500,40.4
20260527,260327_01,섬냥이 in 장도,7,0,7,21000,2225,56,2281,6675000,66.8
20260528,260227_01,어린이미술전 <우리 SUM 타볼래>,5,0,5,29000,2376,182,2558,12746500,40.5
20260528,260327_01,섬냥이 in 장도,5,0,5,15000,2230,56,2286,6690000,66.9
20260529,260227_01,어린이미술전 <우리 SUM 타볼래>,13,2,15,65000,2389,184,2573,12811500,40.7
20260529,260327_01,섬냥이 in 장도,35,1,36,105000,2265,57,2322,6795000,68
20260530,260227_01,어린이미술전 <우리 SUM 타볼래>,50,9,59,252000,2439,193,2632,13063500,41.5
20260530,260327_01,섬냥이 in 장도,73,0,73,219000,2338,57,2395,7014000,70.1
20260530,260416_01,어린이미술전 <우리 SUM 타볼래> 워크숍,21,0,21,1852000,21,0,21,1852000,38.6
20260602,260227_01,어린이미술전 <우리 SUM 타볼래>,24,0,24,112500,2463,193,2656,13176000,41.8
20260602,260327_01,섬냥이 in 장도,11,0,11,33000,2349,57,2406,7047000,70.5
20260603,260227_01,어린이미술전 <우리 SUM 타볼래>,26,0,26,140000,2489,193,2682,13316000,42.3
20260603,260327_01,섬냥이 in 장도,32,0,32,96000,2381,57,2438,7143000,71.4
20260604,260227_01,어린이미술전 <우리 SUM 타볼래>,29,11,40,140000,2518,204,2722,13456000,42.7
20260604,260327_01,섬냥이 in 장도,12,0,12,36000,2393,57,2450,7179000,71.8
20260605,260227_01,어린이미술전 <우리 SUM 타볼래>,28,1,29,127500,2546,205,2751,13583500,43.1
20260605,260327_01,섬냥이 in 장도,30,0,30,90000,2423,57,2480,7269000,72.7
20260606,260227_01,어린이미술전 <우리 SUM 타볼래>,7,5,12,37000,2553,210,2763,13620500,43.2
20260606,260327_01,섬냥이 in 장도,51,0,51,153000,2474,57,2531,7422000,74.2
20260607,260227_01,어린이미술전 <우리 SUM 타볼래>,15,1,16,79000,2568,211,2779,13699500,43.5
20260607,260327_01,섬냥이 in 장도,90,0,90,270000,2564,57,2621,7692000,76.9
20260609,260227_01,어린이미술전 <우리 SUM 타볼래>,3,0,3,15000,2571,211,2782,13714500,43.5
20260609,260327_01,섬냥이 in 장도,8,1,9,24000,2572,58,2630,7716000,77.2
20260610,260227_01,어린이미술전 <우리 SUM 타볼래>,4,0,4,20000,2575,211,2786,13734500,43.6
20260610,260327_01,섬냥이 in 장도,34,0,34,102000,2606,58,2664,7818000,78.2
20260611,260227_01,어린이미술전 <우리 SUM 타볼래>,21,0,21,121000,2596,211,2807,13855500,44
20260611,260327_01,섬냥이 in 장도,7,0,7,21000,2613,58,2671,7839000,78.4
20260612,260227_01,어린이미술전 <우리 SUM 타볼래>,34,4,38,158500,2630,215,2845,14014000,44.5
20260612,260327_01,섬냥이 in 장도,11,1,12,33000,2624,59,2683,7872000,78.7
20260613,260227_01,어린이미술전 <우리 SUM 타볼래>,22,5,27,120000,2652,220,2872,14134000,44.9
20260613,260327_01,섬냥이 in 장도,57,3,60,171000,2681,62,2743,8043000,80.4
20260613,260613_01,창작스튜디오 오픈스튜디오,0,532,532,0,0,532,532,0,
20260614,260227_01,어린이미술전 <우리 SUM 타볼래>,32,0,32,182000,2684,220,2904,14316000,45.4
20260614,260327_01,섬냥이 in 장도,63,4,67,189000,2744,66,2810,8232000,82.3
20260614,260613_01,창작스튜디오 오픈스튜디오,0,522,522,0,0,1054,1054,0,
20260616,260227_01,어린이미술전 <우리 SUM 타볼래>,35,2,37,164000,2719,222,2941,14480000,46
20260616,260327_01,섬냥이 in 장도,26,0,26,78000,2770,66,2836,8310000,83.1
20260617,260227_01,어린이미술전 <우리 SUM 타볼래>,70,10,80,328000,2789,232,3021,14808000,47
20260617,260327_01,섬냥이 in 장도,6,0,6,18000,2776,66,2842,8328000,83.3
20260618,260227_01,어린이미술전 <우리 SUM 타볼래>,211,1,212,1376000,3000,233,3233,16184000,51.4
20260618,260327_01,섬냥이 in 장도,19,2,21,57000,2795,68,2863,8385000,83.9
