기준일자,전시ID,전시명,일일유료,일일무료,일일총인원,일일금액,누계유료,누계무료,누계총인원,누계금액,점유율
20241025,241004_01,5기 입주작가전_김용원,27,4,31,54000,328,77,405,656000,21.7
20241026,240712_01,앙리 마티스 LOVE & JAZZ,74,0,74,406000,5570,265,5835,31045000,155.2
20241026,241004_01,5기 입주작가전_김용원,37,2,39,74000,365,79,444,730000,24.1
20241027,240712_01,앙리 마티스 LOVE & JAZZ,56,0,56,294000,5626,265,5891,31339000,156.7
20241027,241004_01,5기 입주작가전_김용원,31,4,35,62000,396,83,479,792000,26.2
20241029,240712_01,앙리 마티스 LOVE & JAZZ,181,4,185,1185000,5807,269,6076,32524000,162.6
20241030,240712_01,앙리 마티스 LOVE & JAZZ,185,3,188,1199000,5992,272,6264,33723000,168.6
20241031,240712_01,앙리 마티스 LOVE & JAZZ,149,0,149,909000,6141,272,6413,34632000,173.2
20241101,240712_01,앙리 마티스 LOVE & JAZZ,154,0,154,1004000,6295,272,6567,35636000,178.2
20241101,241004_02,5기 입주작가전_김용현,403,85,488,806000,403,85,488,806000,26.7
20241102,240712_01,앙리 마티스 LOVE & JAZZ,71,1,72,371000,6366,273,6639,36007000,180
20241102,241004_02,5기 입주작가전_김용현,27,10,37,54000,430,95,525,860000,28.4
20241103,240712_01,앙리 마티스 LOVE & JAZZ,91,6,97,479000,6457,279,6736,36486000,182.4
20241103,241004_02,5기 입주작가전_김용현,26,6,32,52000,456,101,557,912000,30.2
20241105,241004_02,5기 입주작가전_김용현,55,0,55,110000,511,101,612,1022000,33.8
20241106,241004_02,5기 입주작가전_김용현,18,1,19,36000,529,102,631,1058000,35
20241107,241004_02,5기 입주작가전_김용현,17,1,18,34000,546,103,649,1092000,36.1
20241108,241004_02,5기 입주작가전_김용현,14,1,15,28000,560,104,664,1120000,37
20241109,241004_02,5기 입주작가전_김용현,19,5,24,38000,579,109,688,1158000,38.3
20241110,241004_02,5기 입주작가전_김용현,45,3,48,90000,624,112,736,1248000,41.3
20241112,241004_02,5기 입주작가전_김용현,8,1,9,16000,632,113,745,1264000,41.8
20241112,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,10,1,11,30000,10,1,11,30000,3
20241113,241004_02,5기 입주작가전_김용현,14,0,14,28000,646,113,759,1292000,42.7
20241113,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,16,0,16,48000,26,1,27,78000,7.8
20241114,241004_02,5기 입주작가전_김용현,25,1,26,50000,671,114,785,1342000,44.4
20241114,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,8,6,14,24000,34,7,41,102000,10.2
20241115,241004_02,5기 입주작가전_김용현,14,5,19,28000,685,119,804,1370000,45.3
20241115,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,11,0,11,33000,45,7,52,135000,13.5
20241116,241004_02,5기 입주작가전_김용현,23,0,23,46000,708,119,827,1416000,46.8
20241116,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,12,124,136,36000,57,131,188,171000,17.1
20241117,241004_02,5기 입주작가전_김용현,33,1,34,66000,741,120,861,1482000,49
20241117,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,31,5,36,93000,88,136,224,264000,26.4
20241119,241004_02,5기 입주작가전_김용현,6,0,6,12000,747,120,867,1494000,49.4
20241119,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,9,11,20,27000,97,147,244,291000,29.1
20241120,241004_02,5기 입주작가전_김용현,9,0,9,18000,756,120,876,1512000,50
20241120,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,19,6,25,57000,116,153,269,348000,34.8
20241121,241004_02,5기 입주작가전_김용현,37,0,37,74000,793,120,913,1586000,52.4
20241121,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,12,8,20,36000,128,161,289,384000,38.4
20241122,241004_02,5기 입주작가전_김용현,9,5,14,18000,802,125,927,1604000,53
20241122,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,38,4,42,114000,166,165,331,498000,49.8
20241123,241004_02,5기 입주작가전_김용현,59,2,61,118000,861,127,988,1722000,56.9
20241123,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,38,5,43,114000,204,170,374,612000,61.2
20241124,241004_02,5기 입주작가전_김용현,24,3,27,48000,885,130,1015,1770000,58.5
20241124,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,20,0,20,60000,224,170,394,672000,67.2
20241126,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,13,0,13,39000,237,170,407,711000,71.1
20241127,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,2,5,7,6000,239,175,414,717000,71.7
20241128,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,24,8,32,72000,263,183,446,789000,78.9
20241129,241004_03,5기 입주작가전_이연숙,904,130,1034,1808000,904,130,1034,1808000,59.8
20241129,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,16,2,18,48000,279,185,464,837000,83.7
20241130,241004_03,5기 입주작가전_이연숙,54,7,61,108000,958,137,1095,1916000,63.4
20241130,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,39,3,42,117000,318,188,506,954000,95.4
20241201,241004_03,5기 입주작가전_이연숙,36,1,37,72000,994,138,1132,1988000,65.7
20241201,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,31,5,36,93000,349,193,542,1047000,104.7
20241203,241004_03,5기 입주작가전_이연숙,19,0,19,38000,1013,138,1151,2026000,67
20241203,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,8,5,13,24000,357,198,555,1071000,107.1
20241204,241004_03,5기 입주작가전_이연숙,46,1,47,92000,1059,139,1198,2118000,70
20241204,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,169,5,174,507000,526,203,729,1578000,157.8
20241205,241004_03,5기 입주작가전_이연숙,5,2,7,10000,1064,141,1205,2128000,70.4
20241205,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,17,7,24,51000,543,210,753,1629000,162.9
20241206,241004_03,5기 입주작가전_이연숙,11,3,14,22000,1075,144,1219,2150000,71.1
20241206,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,20,1,21,60000,563,211,774,1689000,168.9
20241207,241004_03,5기 입주작가전_이연숙,10,2,12,20000,1085,146,1231,2170000,71.8
20241207,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,22,5,27,66000,585,216,801,1755000,175.5
20241208,241004_03,5기 입주작가전_이연숙,29,6,35,58000,1114,152,1266,2228000,73.7
20241208,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,25,3,28,75000,610,219,829,1830000,183
20241210,241004_03,5기 입주작가전_이연숙,10,1,11,20000,1124,153,1277,2248000,74.3
20241210,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,9,4,13,27000,619,223,842,1857000,185.7
20241211,241004_03,5기 입주작가전_이연숙,17,1,18,34000,1141,154,1295,2282000,75.5
20241211,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,22,13,35,66000,641,236,877,1923000,192.3
20241212,241004_03,5기 입주작가전_이연숙,39,3,42,78000,1180,157,1337,2360000,78
20241212,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,54,1,55,162000,695,237,932,2085000,208.5
20241213,241004_03,5기 입주작가전_이연숙,11,0,11,22000,1191,157,1348,2382000,78.8
20241213,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,10,5,15,30000,705,242,947,2115000,211.5
20241214,241004_03,5기 입주작가전_이연숙,33,4,37,66000,1224,161,1385,2448000,81
20241214,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,25,6,31,75000,730,248,978,2190000,219
20241215,241004_03,5기 입주작가전_이연숙,20,3,23,40000,1244,164,1408,2488000,82.3
20241215,241112_01,입주작가초대전_김상선 <바람이 머무는 풍경>,19,2,21,57000,749,250,999,2247000,224.7
20241217,241004_03,5기 입주작가전_이연숙,14,1,15,28000,1258,165,1423,2516000,83.2
20241218,241004_03,5기 입주작가전_이연숙,10,1,11,20000,1268,166,1434,2536000,83.9
20241219,241004_03,5기 입주작가전_이연숙,4,0,4,8000,1272,166,1438,2544000,84.1
20241220,241004_03,5기 입주작가전_이연숙,7,0,7,14000,1279,166,1445,2558000,84.6
20241221,241004_03,5기 입주작가전_이연숙,21,0,21,42000,1300,166,1466,2600000,86
20241222,241004_03,5기 입주작가전_이연숙,55,2,57,110000,1355,168,1523,2710000,89.6
20250225,250225_01,어린이 미술전 <냠냠>,30,0,30,200000,30,0,30,200000,0.9
20250226,250225_01,어린이 미술전 <냠냠>,86,2,88,550000,116,2,118,750000,2.5
20250227,250225_01,어린이 미술전 <냠냠>,111,12,123,707500,227,14,241,1457500,4.8
20250228,250225_01,어린이 미술전 <냠냠>,69,2,71,480000,296,16,312,1937500,6.4
20250301,250225_01,어린이 미술전 <냠냠>,155,5,160,1105000,451,21,472,3042500,10
20250302,250225_01,어린이 미술전 <냠냠>,165,3,168,1130000,616,24,640,4172500,13.7
20250304,250225_01,어린이 미술전 <냠냠>,11,0,11,75000,627,24,651,4247500,14
20250305,250225_01,어린이 미술전 <냠냠>,13,0,13,80000,640,24,664,4327500,14.2
20250306,250225_01,어린이 미술전 <냠냠>,4,3,7,20000,644,27,671,4347500,14.3
20250307,250225_01,어린이 미술전 <냠냠>,23,0,23,140000,667,27,694,4487500,14.8
20250308,250225_01,어린이 미술전 <냠냠>,173,7,180,1240000,840,34,874,5727500,18.8
20250309,250225_01,어린이 미술전 <냠냠>,254,10,264,1700000,1094,44,1138,7427500,24.4
20250311,250225_01,어린이 미술전 <냠냠>,13,0,13,70000,1107,44,1151,7497500,24.6
20250312,250225_01,어린이 미술전 <냠냠>,18,0,18,105000,1125,44,1169,7602500,25
20250313,250225_01,어린이 미술전 <냠냠>,61,0,61,288500,1186,44,1230,7891000,25.9
20250314,250225_01,어린이 미술전 <냠냠>,16,3,19,90000,1202,47,1249,7981000,26.2
20250314,250314_01,창작스튜디오 6기 <프리뷰전>,23,6,29,46000,23,6,29,46000,2.3
20250315,250225_01,어린이 미술전 <냠냠>,131,7,138,875000,1333,54,1387,8856000,29.1
20250315,250314_01,창작스튜디오 6기 <프리뷰전>,38,4,42,76000,61,10,71,122000,6.2
20250316,250225_01,어린이 미술전 <냠냠>,141,5,146,920000,1474,59,1533,9776000,32.1
20250316,250314_01,창작스튜디오 6기 <프리뷰전>,17,0,17,34000,78,10,88,156000,7.9
20250318,250225_01,어린이 미술전 <냠냠>,26,1,27,214000,1500,60,1560,9990000,32.8
20250318,250314_01,창작스튜디오 6기 <프리뷰전>,5,4,9,10000,83,14,97,166000,8.4
20250319,250225_01,어린이 미술전 <냠냠>,34,1,35,264500,1534,61,1595,10254500,33.7
20250319,250314_01,창작스튜디오 6기 <프리뷰전>,17,0,17,34000,100,14,114,200000,10.1
20250320,250225_01,어린이 미술전 <냠냠>,59,3,62,496500,1593,64,1657,10751000,35.3
20250320,250314_01,창작스튜디오 6기 <프리뷰전>,16,15,31,32000,116,29,145,232000,11.7
20250321,250225_01,어린이 미술전 <냠냠>,45,8,53,255000,1638,72,1710,11006000,36.2
20250321,250314_01,창작스튜디오 6기 <프리뷰전>,82,0,82,484000,198,29,227,716000,36.2
20250322,250225_01,어린이 미술전 <냠냠>,132,4,136,910000,1770,76,1846,11916000,39.2
20250322,250314_01,창작스튜디오 6기 <프리뷰전>,28,3,31,56000,226,32,258,772000,39
20250323,250225_01,어린이 미술전 <냠냠>,97,3,100,615000,1867,79,1946,12531000,41.2
20250323,250314_01,창작스튜디오 6기 <프리뷰전>,32,0,32,64000,258,32,290,836000,42.2
20250325,250225_01,어린이 미술전 <냠냠>,19,0,19,93000,1886,79,1965,12624000,41.5
20250325,250314_01,창작스튜디오 6기 <프리뷰전>,20,0,20,40000,278,32,310,876000,44.2
20250326,250225_01,어린이 미술전 <냠냠>,19,0,19,93500,1905,79,1984,12717500,41.8
20250326,250314_01,창작스튜디오 6기 <프리뷰전>,9,1,10,18000,287,33,320,894000,45.2
20250327,250225_01,어린이 미술전 <냠냠>,24,11,35,119000,1929,90,2019,12836500,42.2
20250327,250314_01,창작스튜디오 6기 <프리뷰전>,13,0,13,26000,300,33,333,920000,46.5
20250328,250225_01,어린이 미술전 <냠냠>,48,3,51,243000,1977,93,2070,13079500,43
20250328,250314_01,창작스튜디오 6기 <프리뷰전>,44,0,44,88000,344,33,377,1008000,50.9
20250329,250225_01,어린이 미술전 <냠냠>,117,5,122,775000,2094,98,2192,13854500,45.5
20250329,250314_01,창작스튜디오 6기 <프리뷰전>,37,1,38,74000,381,34,415,1082000,54.6
20250330,250225_01,어린이 미술전 <냠냠>,73,6,79,490000,2167,104,2271,14344500,47.2
20250330,250314_01,창작스튜디오 6기 <프리뷰전>,50,5,55,100000,431,39,470,1182000,59.7
20250401,250225_01,어린이 미술전 <냠냠>,21,0,21,150000,2188,104,2292,14494500,47.6
20250401,250314_01,창작스튜디오 6기 <프리뷰전>,12,0,12,24000,443,39,482,1206000,60.9
20250402,250225_01,어린이 미술전 <냠냠>,53,1,54,251500,2241,105,2346,14746000,48.5
20250402,250314_01,창작스튜디오 6기 <프리뷰전>,8,1,9,16000,451,40,491,1222000,61.7
20250403,250225_01,어린이 미술전 <냠냠>,6,0,6,45000,2247,105,2352,14791000,48.6
20250403,250314_01,창작스튜디오 6기 <프리뷰전>,21,0,21,42000,472,40,512,1264000,63.8
20250404,250225_01,어린이 미술전 <냠냠>,117,0,117,526500,2364,105,2469,15317500,50.4
20250404,250314_01,창작스튜디오 6기 <프리뷰전>,18,0,18,36000,490,40,530,1300000,65.7
20250405,250225_01,어린이 미술전 <냠냠>,111,9,120,745000,2475,114,2589,16062500,52.8
20250405,250314_01,창작스튜디오 6기 <프리뷰전>,27,6,33,54000,517,46,563,1354000,68.4
20250406,250225_01,어린이 미술전 <냠냠>,86,0,86,585000,2561,114,2675,16647500,54.7
20250406,250314_01,창작스튜디오 6기 <프리뷰전>,47,5,52,94000,564,51,615,1448000,73.1
20250408,250225_01,어린이 미술전 <냠냠>,53,5,58,395000,2614,119,2733,17042500,56
20250408,250314_01,창작스튜디오 6기 <프리뷰전>,13,0,13,26000,577,51,628,1474000,74.4
20250409,250225_01,어린이 미술전 <냠냠>,34,1,35,250000,2648,120,2768,17292500,56.8
20250409,250314_01,창작스튜디오 6기 <프리뷰전>,35,0,35,70000,612,51,663,1544000,78
20250410,250225_01,어린이 미술전 <냠냠>,46,34,80,229500,2694,154,2848,17522000,57.6
20250410,250314_01,창작스튜디오 6기 <프리뷰전>,7,3,10,14000,619,54,673,1558000,78.7
20250411,250225_01,어린이 미술전 <냠냠>,27,7,34,150000,2721,161,2882,17672000,58.1
20250411,250314_01,창작스튜디오 6기 <프리뷰전>,20,2,22,40000,639,56,695,1598000,80.7
20250412,250225_01,어린이 미술전 <냠냠>,79,7,86,490000,2800,168,2968,18162000,59.7
20250412,250314_01,창작스튜디오 6기 <프리뷰전>,56,6,62,112000,695,62,757,1710000,86.4
20250413,250225_01,어린이 미술전 <냠냠>,59,3,62,375000,2859,171,3030,18537000,60.9
20250413,250314_01,창작스튜디오 6기 <프리뷰전>,24,0,24,48000,719,62,781,1758000,88.8
20250415,250225_01,어린이 미술전 <냠냠>,25,5,30,112500,2884,176,3060,18649500,61.3
20250415,250314_01,창작스튜디오 6기 <프리뷰전>,27,3,30,54000,746,65,811,1812000,91.5
20250416,250225_01,어린이 미술전 <냠냠>,22,1,23,99500,2906,177,3083,18749000,61.6
20250416,250314_01,창작스튜디오 6기 <프리뷰전>,3,0,3,6000,749,65,814,1818000,91.8
20250417,250225_01,어린이 미술전 <냠냠>,23,1,24,110000,2929,178,3107,18859000,62
20250417,250314_01,창작스튜디오 6기 <프리뷰전>,9,0,9,18000,758,65,823,1836000,92.7
20250418,250225_01,어린이 미술전 <냠냠>,48,0,48,237500,2977,178,3155,19096500,62.8
20250418,250314_01,창작스튜디오 6기 <프리뷰전>,27,0,27,54000,785,65,850,1890000,95.5
20250419,250225_01,어린이 미술전 <냠냠>,58,7,65,410000,3035,185,3220,19506500,64.1
20250419,250314_01,창작스튜디오 6기 <프리뷰전>,34,1,35,68000,819,66,885,1958000,98.9
20250420,250225_01,어린이 미술전 <냠냠>,47,10,57,330000,3082,195,3277,19836500,65.2
20250420,250314_01,창작스튜디오 6기 <프리뷰전>,43,5,48,86000,862,71,933,2044000,103.2
20250422,250225_01,어린이 미술전 <냠냠>,73,8,81,354000,3155,203,3358,20190500,66.4
20250422,250314_01,창작스튜디오 6기 <프리뷰전>,13,0,13,26000,875,71,946,2070000,104.5
20250423,250225_01,어린이 미술전 <냠냠>,46,0,46,207000,3201,203,3404,20397500,67.1
20250423,250314_01,창작스튜디오 6기 <프리뷰전>,29,0,29,58000,904,71,975,2128000,107.5
20250424,250225_01,어린이 미술전 <냠냠>,31,2,33,140000,3232,205,3437,20537500,67.5
20250424,250314_01,창작스튜디오 6기 <프리뷰전>,36,3,39,72000,940,74,1014,2200000,111.1
20250425,250225_01,어린이 미술전 <냠냠>,58,6,64,332500,3290,211,3501,20870000,68.6
20250425,250314_01,창작스튜디오 6기 <프리뷰전>,6,10,16,12000,946,84,1030,2212000,111.7
20250426,250225_01,어린이 미술전 <냠냠>,40,3,43,275000,3330,214,3544,21145000,69.5
20250426,250314_01,창작스튜디오 6기 <프리뷰전>,86,8,94,172000,1032,92,1124,2384000,120.4
20250427,250225_01,어린이 미술전 <냠냠>,53,3,56,335000,3383,217,3600,21480000,70.6
20250427,250314_01,창작스튜디오 6기 <프리뷰전>,31,4,35,62000,1063,96,1159,2446000,123.5
20250429,250225_01,어린이 미술전 <냠냠>,62,12,74,280000,3445,229,3674,21760000,71.5
20250430,250225_01,어린이 미술전 <냠냠>,181,0,181,1681500,3626,229,3855,23441500,77.1
20250501,250225_01,어린이 미술전 <냠냠>,33,2,35,220000,3659,231,3890,23661500,77.8
20250502,250225_01,어린이 미술전 <냠냠>,65,19,84,365000,3724,250,3974,24026500,79
20250503,250225_01,어린이 미술전 <냠냠>,38,1,39,240000,3762,251,4013,24266500,79.8
20250503,250503_01,"장도 기획전시 <HELLO, 고래야>",70,8,78,210000,70,8,78,210000,3.3
20250504,250225_01,어린이 미술전 <냠냠>,63,11,74,415000,3825,262,4087,24681500,81.1
20250504,250503_01,"장도 기획전시 <HELLO, 고래야>",180,11,191,540000,250,19,269,750000,11.9
20250505,250225_01,어린이 미술전 <냠냠>,16,3,19,100000,3841,265,4106,24781500,81.5
20250505,250503_01,"장도 기획전시 <HELLO, 고래야>",150,6,156,450000,400,25,425,1200000,19
20250506,250225_01,어린이 미술전 <냠냠>,43,1,44,270000,3884,266,4150,25051500,82.4
20250506,250503_01,"장도 기획전시 <HELLO, 고래야>",79,0,79,237000,479,25,504,1437000,22.8
20250507,250225_01,어린이 미술전 <냠냠>,24,14,38,110000,3908,280,4188,25161500,82.7
20250507,250503_01,"장도 기획전시 <HELLO, 고래야>",26,12,38,78000,505,37,542,1515000,24
20250508,250225_01,어린이 미술전 <냠냠>,16,3,19,80000,3924,283,4207,25241500,83
20250508,250503_01,"장도 기획전시 <HELLO, 고래야>",26,1,27,78000,531,38,569,1593000,25.3
20250509,250225_01,어린이 미술전 <냠냠>,112,14,126,750000,4036,297,4333,25991500,85.4
20250509,250503_01,"장도 기획전시 <HELLO, 고래야>",8,0,8,24000,539,38,577,1617000,25.7
20250510,250225_01,어린이 미술전 <냠냠>,53,7,60,360000,4089,304,4393,26351500,86.6
20250510,250503_01,"장도 기획전시 <HELLO, 고래야>",56,3,59,168000,595,41,636,1785000,28.3
20250511,250225_01,어린이 미술전 <냠냠>,40,1,41,280000,4129,305,4434,26631500,87.5
20250511,250503_01,"장도 기획전시 <HELLO, 고래야>",101,2,103,303000,696,43,739,2088000,33.1
20250513,250225_01,어린이 미술전 <냠냠>,35,4,39,225000,4164,309,4473,26856500,88.3
20250513,250503_01,"장도 기획전시 <HELLO, 고래야>",7,0,7,21000,703,43,746,2109000,33.5
20250514,250225_01,어린이 미술전 <냠냠>,178,12,190,826000,4342,321,4663,27682500,91
20250514,250503_01,"장도 기획전시 <HELLO, 고래야>",104,1,105,312000,807,44,851,2421000,38.4
20250515,250225_01,어린이 미술전 <냠냠>,103,25,128,603000,4445,346,4791,28285500,93
20250515,250503_01,"장도 기획전시 <HELLO, 고래야>",6,0,6,18000,813,44,857,2439000,38.7
20250516,250225_01,어린이 미술전 <냠냠>,256,33,289,1243000,4701,379,5080,29528500,97.1
20250516,250503_01,"장도 기획전시 <HELLO, 고래야>",10,0,10,30000,823,44,867,2469000,39.2
20250517,250225_01,어린이 미술전 <냠냠>,108,51,159,680000,4809,430,5239,30208500,99.3
20250517,250503_01,"장도 기획전시 <HELLO, 고래야>",73,6,79,219000,896,50,946,2688000,42.7
20250518,250225_01,어린이 미술전 <냠냠>,59,4,63,345000,4868,434,5302,30553500,100.4
20250518,250503_01,"장도 기획전시 <HELLO, 고래야>",49,1,50,147000,945,51,996,2835000,45
20250520,250225_01,어린이 미술전 <냠냠>,82,49,131,381500,4950,483,5433,30935000,101.7
20250520,250503_01,"장도 기획전시 <HELLO, 고래야>",12,1,13,36000,957,52,1009,2871000,45.6
20250521,250225_01,어린이 미술전 <냠냠>,59,45,104,339000,5009,528,5537,31274000,102.8
20250521,250503_01,"장도 기획전시 <HELLO, 고래야>",8,0,8,24000,965,52,1017,2895000,46
20250522,250225_01,어린이 미술전 <냠냠>,56,13,69,307500,5065,541,5606,31581500,103.8
20250522,250503_01,"장도 기획전시 <HELLO, 고래야>",28,8,36,84000,993,60,1053,2979000,47.3
20250523,250225_01,어린이 미술전 <냠냠>,88,40,128,559500,5153,581,5734,32141000,105.7
20250523,250503_01,"장도 기획전시 <HELLO, 고래야>",19,0,19,57000,1012,60,1072,3036000,48.2
20250524,250225_01,어린이 미술전 <냠냠>,68,5,73,460000,5221,586,5807,32601000,107.2
20250524,250503_01,"장도 기획전시 <HELLO, 고래야>",62,4,66,186000,1074,64,1138,3222000,51.1
20250525,250225_01,어린이 미술전 <냠냠>,50,3,53,335000,5271,589,5860,32936000,108.3
20250525,250503_01,"장도 기획전시 <HELLO, 고래야>",109,1,110,327000,1183,65,1248,3549000,56.3
20250527,250503_01,"장도 기획전시 <HELLO, 고래야>",37,2,39,111000,1220,67,1287,3660000,58.1
20250528,250503_01,"장도 기획전시 <HELLO, 고래야>",26,3,29,78000,1246,70,1316,3738000,59.3
20250529,250503_01,"장도 기획전시 <HELLO, 고래야>",13,0,13,39000,1259,70,1329,3777000,60
20250530,250503_01,"장도 기획전시 <HELLO, 고래야>",16,0,16,48000,1275,70,1345,3825000,60.7
20250531,250503_01,"장도 기획전시 <HELLO, 고래야>",109,0,109,327000,1384,70,1454,4152000,65.9
20250601,250503_01,"장도 기획전시 <HELLO, 고래야>",63,4,67,189000,1447,74,1521,4341000,68.9
20250603,250503_01,"장도 기획전시 <HELLO, 고래야>",82,1,83,246000,1529,75,1604,4587000,72.8
20250604,250503_01,"장도 기획전시 <HELLO, 고래야>",8,2,10,24000,1537,77,1614,4611000,73.2
20250605,250503_01,"장도 기획전시 <HELLO, 고래야>",18,0,18,54000,1555,77,1632,4665000,74
20250606,250503_01,"장도 기획전시 <HELLO, 고래야>",171,1,172,513000,1726,78,1804,5178000,82.2
20250607,250503_01,"장도 기획전시 <HELLO, 고래야>",102,1,103,306000,1828,79,1907,5484000,87
20250608,250503_01,"장도 기획전시 <HELLO, 고래야>",103,2,105,309000,1931,81,2012,5793000,92
20250610,250503_01,"장도 기획전시 <HELLO, 고래야>",28,1,29,84000,1959,82,2041,5877000,93.3
20250611,250503_01,"장도 기획전시 <HELLO, 고래야>",15,0,15,45000,1974,82,2056,5922000,94
20250612,250503_01,"장도 기획전시 <HELLO, 고래야>",15,0,15,45000,1989,82,2071,5967000,94.7
20250613,250503_01,"장도 기획전시 <HELLO, 고래야>",46,1,47,138000,2035,83,2118,6105000,96.9
20250614,250503_01,"장도 기획전시 <HELLO, 고래야>",75,0,75,225000,2110,83,2193,6330000,100.5
20250615,250503_01,"장도 기획전시 <HELLO, 고래야>",60,1,61,180000,2170,84,2254,6510000,103.3
20250617,250503_01,"장도 기획전시 <HELLO, 고래야>",33,1,34,99000,2203,85,2288,6609000,104.9
20250618,250503_01,"장도 기획전시 <HELLO, 고래야>",9,1,10,27000,2212,86,2298,6636000,105.3
20250619,250503_01,"장도 기획전시 <HELLO, 고래야>",20,1,21,60000,2232,87,2319,6696000,106.3
20250620,250503_01,"장도 기획전시 <HELLO, 고래야>",32,0,32,96000,2264,87,2351,6792000,107.8
20250621,250503_01,"장도 기획전시 <HELLO, 고래야>",52,0,52,156000,2316,87,2403,6948000,110.3
20250622,250503_01,"장도 기획전시 <HELLO, 고래야>",86,8,94,258000,2402,95,2497,7206000,114.4
20250624,250503_01,"장도 기획전시 <HELLO, 고래야>",14,4,18,42000,2416,99,2515,7248000,115
20250625,250503_01,"장도 기획전시 <HELLO, 고래야>",26,0,26,78000,2442,99,2541,7326000,116.3
20250626,250503_01,"장도 기획전시 <HELLO, 고래야>",12,0,12,36000,2454,99,2553,7362000,116.9
20250627,250503_01,"장도 기획전시 <HELLO, 고래야>",23,0,23,69000,2477,99,2576,7431000,118
20250628,250503_01,"장도 기획전시 <HELLO, 고래야>",66,0,66,198000,2543,99,2642,7629000,121.1
20250629,250503_01,"장도 기획전시 <HELLO, 고래야>",57,0,57,171000,2600,99,2699,7800000,123.8
20250701,250503_01,"장도 기획전시 <HELLO, 고래야>",10,0,10,30000,2610,99,2709,7830000,124.3
20250702,250503_01,"장도 기획전시 <HELLO, 고래야>",174,3,177,522000,2784,102,2886,8352000,132.6
20250703,250503_01,"장도 기획전시 <HELLO, 고래야>",5,0,5,15000,2789,102,2891,8367000,132.8
20250704,250503_01,"장도 기획전시 <HELLO, 고래야>",18,0,18,54000,2807,102,2909,8421000,133.7
20250705,250503_01,"장도 기획전시 <HELLO, 고래야>",64,0,64,192000,2871,102,2973,8613000,136.7
20250706,250503_01,"장도 기획전시 <HELLO, 고래야>",26,0,26,78000,2897,102,2999,8691000,138
20250708,250503_01,"장도 기획전시 <HELLO, 고래야>",25,2,27,75000,2922,104,3026,8766000,139.1
20250708,250708_01,여름방학전 <내셔널지오그래픽 사진전>,20,2,22,100000,20,2,22,100000,0.3
20250709,250503_01,"장도 기획전시 <HELLO, 고래야>",25,0,25,75000,2947,104,3051,8841000,140.3
20250709,250708_01,여름방학전 <내셔널지오그래픽 사진전>,12,8,20,60000,32,10,42,160000,0.5
20250710,250503_01,"장도 기획전시 <HELLO, 고래야>",6,0,6,18000,2953,104,3057,8859000,140.6
20250710,250708_01,여름방학전 <내셔널지오그래픽 사진전>,12,4,16,60000,44,14,58,220000,0.6
20250711,250503_01,"장도 기획전시 <HELLO, 고래야>",24,0,24,72000,2977,104,3081,8931000,141.8
20250711,250708_01,여름방학전 <내셔널지오그래픽 사진전>,12,0,12,60000,56,14,70,280000,0.8
20250712,250503_01,"장도 기획전시 <HELLO, 고래야>",52,3,55,156000,3029,107,3136,9087000,144.2
20250712,250708_01,여름방학전 <내셔널지오그래픽 사진전>,64,5,69,320000,120,19,139,600000,1.7
20250713,250503_01,"장도 기획전시 <HELLO, 고래야>",21,2,23,63000,3050,109,3159,9150000,145.2
20250713,250708_01,여름방학전 <내셔널지오그래픽 사진전>,17,0,17,85000,137,19,156,685000,2
20250715,250503_01,"장도 기획전시 <HELLO, 고래야>",20,0,20,60000,3070,109,3179,9210000,146.2
20250715,250708_01,여름방학전 <내셔널지오그래픽 사진전>,19,0,19,95000,156,19,175,780000,2.2
