uid	번호	구분	공연장	티켓오픈	제목	모수	연령_20세 미만	연령_20~29세	연령_30~39세	연령_40~49세	연령_50~59세	연령_60~69세	연령_70세 이상	거주_여수	거주_순천	거주_광양	거주_호남	거주_광주	거주_호남외지역
780	772	대관	대극장	2021.07.02 18시	레이어스 클래식 라이브 콘서트 'LOVE SIGNAL'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
779	771	기획	대극장	2021.06.30 13시	2021 예울마루 실내악 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
778	770	대관	소극장	2021.06.25 01시	오페라의 전설	0	0	0	0	0	0	0	0	0	0	0	0	0	0
777	769	공동기획	대극장	2021.06.24 13시	연극 <완벽한 타인>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
776	768	기획	대극장	2021.06.22 13시	뮤지컬 <알사탕>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
775	767	기획	대극장	2021.06.18 13시	세종솔로이스츠 콘서트 오페라<람메르무어의 루치아>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
774	766	기획	대극장	2021.06.15 10시	브런치콘서트<모차르트VS슈베르트>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
773	765	기획	대극장	2021.06.10 10시	헬로!오페라<헨젤과 그레텔>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
772	764	대관	소극장	2021.06.04 01시	이음스트링챔버오케스트라 제2회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
771	763	대관	대극장	2021.06.04 01시	여수심포니오케스트라 제10회 정기연주회_피아노협주곡의 밤	0	0	0	0	0	0	0	0	0	0	0	0	0	0
770	762	대관	대극장	2021.06.10 01시	여수시립국악단 제 38회 정기공연_꽃물에 배띄워	0	0	0	0	0	0	0	0	0	0	0	0	0	0
769	761	대관	소극장	2021.06.01 01시	앙상블여수 정기연주회_나를 찾는 기억	0	0	0	0	0	0	0	0	0	0	0	0	0	0
768	760	대관	소극장	2021.05.26 01시	어울림합창단과 아카데미 윤슬 교류연주	0	0	0	0	0	0	0	0	0	0	0	0	0	0
767	759	대관	대극장	2021.05.17 06시	임현정의 리스트 초절기교 에튀드 전곡	0	0	0	0	0	0	0	0	0	0	0	0	0	0
766	758	대관	대극장	2021.05.07 01시	여수시립합창단 제 78회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
765	757	기획	대극장	2021.04.06 01시	광주시립발레단<차이콥스키 발레 명작 시리즈>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
764	756	대관	대극장	2021.03.31 01시	열린심포니오케스트라 제 16회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
763	755	기획	대극장	2021.03.30 13시	헬로!오페라<신데렐라>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
762	754	대관	소극장	2021.03.23 01시	한국음악협회 여수지부 신춘음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
761	753	기획	대극장	2021.03.24 13시	브런치 콘서트<피아졸라,바흐를 만나다>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
760	752	대관	소극장	2021.03.19 01시	제3회 트리오제이 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
759	751	공동기획	대극장	2021.03.23 13시	뮤지컬 〈캣츠〉 40주년 내한공연 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
758	750	공동기획	소극장	2021.03.04 13시	매직 드로잉 가족극 「두들팝」	0	0	0	0	0	0	0	0	0	0	0	0	0	0
757	749	대관	소극장	2021.02.25 01시	영남의 소리, 춤	0	0	0	0	0	0	0	0	0	0	0	0	0	0
756	748	기획	대극장	2021.02.18 13시	브런치 콘서트<쇼팽으로 만나는 지브리>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
755	747	기획	대극장	2021.02.17 13시	2021 예울마루 실내악페스티벌 스프링 콘서트 <비엔나의 로망스>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
754	746	대관	대극장	2021.02.15 09시	내셔널솔리스텐앙상블 ＆ 피아졸라사계 윤소영	0	0	0	0	0	0	0	0	0	0	0	0	0	0
753	745	대관	대극장	2020.12.31 01시	함춘호와 앙상블콰이어, 그리고 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
752	744	기획	대극장	2020.12.17 10시	2021 예울마루 신년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
751	743	대관	소극장	2020.12.10 01시	JOY OF PERCUSSION 제2회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
750	742	대관	대극장	2020.12.09 01시	섬을 노래하다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
749	741	대관	소극장	2020.12.04 01시	제6회 오카리나앙상블 예울 '지금 여기'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
748	740	대관	소극장	2020.12.04 01시	제7회 여수 클래식 영재육성을 위한 음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
747	739	대관	대극장	2020.12.04 01시	유진 청소년 오케스트라 Togther We Can	0	0	0	0	0	0	0	0	0	0	0	0	0	0
746	738	기획	대극장	2020.12.08 09시	2020 예울마루 크리스마스 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
745	737	공동기획	소극장	2020.12.04 14시	창작뮤지컬<별이쏟아진다>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
744	736	대관	대극장	2020.11.12 01시	여수교원교향악단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
743	735	대관	대극장	2020.11.20 01시	클래식 산책 해설이 있는 오페라 갈라 콘서트 오페라 '라 트라비아타'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
742	734	대관	대극장	2020.11.11 01시	한국음악협회 여수지부 제45회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
741	733	기획	대극장	2020.11.17 09시	조성진 피아노 리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
740	732	대관	대극장	2020.11.10 01시	제44회 여수예술제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
739	731	기획	소극장	2020.11.10 10시	국민연극 〈라이어3탄 : 튀어!〉-여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
738	730	대관	소극장	2020.11.06 01시	서경진 가야금 독주회 Ⅱ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
737	729	대관	대극장	2020.11.06 01시	'COVID19'극복 위로 공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
736	728	기획	대극장	2020.12.10 09시	리처드 용재오닐 <선물 2020>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
735	727	대관	대극장	2020.12.03 01시	여수시립국악단 제37회 정기공연 '다독이다'(비대면)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
734	726	기획	대극장	2020.11.03 09시	브런치콘서트 <술술클래식>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
733	725	대관	소극장	2020.10.27 01시	네번째 주민혁 클라리넷 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
732	724	대관	소극장	2020.10.27 01시	이혜란피아노독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
731	723	대관	소극장	2020.10.24 01시	이색조우, 은빛가락에 어우르다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
730	722	기획	대극장	2020.10.20 09시	2020 지역예술인 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729	721	기획	대극장	2020.10.20 09시	헬로!오페라 <피가로의 결혼>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728	720	대관	대극장	2020.10.16 01시	채동선실내악단 신여수 춘향가	0	0	0	0	0	0	0	0	0	0	0	0	0	0
727	719	대관	대극장	2020.11.19 01시	여수심포니오케스트라 제9회 정기연주회 베토벤 탄생 250주년 기념음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
726	718	대관	대극장	2020.11.01 01시	열린심포니오케스트라 제 15회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
725	717	대관	소극장	2020.10.01 01시	피아니스트 김지은과 함께하는 Traum Festival	0	0	0	0	0	0	0	0	0	0	0	0	0	0
724	716	공동기획	대극장	2020.10.27 09시	뮤지컬 〈스웨그에이지 : 외쳐, 조선!〉	0	0	0	0	0	0	0	0	0	0	0	0	0	0
723	715	대관	대극장	2020.09.17 01시	락음국악단 孝 한가위 특별공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
722	714	대관	소극장	2020.09.17 01시	제정화의 젊은 소리 열한번째 판 '심청' 그녀의이야기Ⅰ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
721	713	기획	대극장	2020.09.15 09시	2020 예울마루 실내악페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
720	712	대관	대극장	2020.09.08 01시	CTS전남방송 개국 16주년 기념음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
719	711	대관	소극장	2020.09.02 01시	2020 여수영재교육원 오케스트라 협연의밤 연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
718	710	기획	대극장	01시	예울마루 공연/전시/교육 한시적 중단 안내	0	0	0	0	0	0	0	0	0	0	0	0	0	0
716	709	대관	대극장	2020.08.13 01시	2020 여수국제음악제_땡큐클래식	0	0	0	0	0	0	0	0	0	0	0	0	0	0
715	708	대관	대극장	2020.08.25 01시	여수시립합창단 제 77회 정기연주회 '가을이 익어가오'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
714	707	대관	대극장	2020.10.22 09시	무소르그스키 전람회의 그림_앙상블여수, 그림을만나다.(매진)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
712	706	기획	대극장	2020.08.13 09시	브런치콘서트 <술술클래식>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
711	705	대관	대극장	2020.08.05 01시	KBS교향악단과 함께하는 제4회 여수음악제 피날레 콘서트-[새로운 여정의 시작]	0	0	0	0	0	0	0	0	0	0	0	0	0	0
710	704	대관	대극장	2020.08.05 01시	KBS교향악단과 함께하는 제4회 여수음악제-[엔니오 모리꼬네를 위하여]	0	0	0	0	0	0	0	0	0	0	0	0	0	0
709	703	대관	소극장	2020.08.05 01시	KBS교향악단과 함께하는 제4회 여수음악제 - [김대진, 문지영 듀오콘서트]	0	0	0	0	0	0	0	0	0	0	0	0	0	0
708	702	대관	대극장	2020.08.05 01시	KBS교향악단과 함께하는 제4회 여수음악제 오프닝 콘서트 - [열정의 클래식 여행 그 시작]	0	0	0	0	0	0	0	0	0	0	0	0	0	0
707	701	대관	대극장	2020.07.18 01시	손양원목사 70주년 기념 음악회 'SBS김정택예술단'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
706	700	대관	대극장	2020.07.28 01시	섬으로 떠나는 클래식여행	0	0	0	0	0	0	0	0	0	0	0	0	0	0
705	699	기획	대극장	2020.07.30 09시	국립현대무용단<스윙>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
703	698	기획	대극장	2020.07.23 09시	헬로!오페라 <세빌리아의 이발사>	1	0	0	0	0	100	0	0	0	0	0	0	0	100
702	697	기획	대극장	2020.07.02 14시	환상가족음악극 〈리틀 뮤지션〉	0	0	0	0	0	0	0	0	0	0	0	0	0	0
701	696	대관	소극장	2020.06.11 01시	연극 개세끼들	0	0	0	0	0	0	0	0	0	0	0	0	0	0
700	695	대관	소극장	2020.06.13 01시	이음 스트링 챔버오케스트라 창단연주회 피어나다	0	0	0	0	0	0	0	0	0	0	0	0	0	0
699	694	기획	대극장	2020.06.11 14시	조성진 피아노 리사이틀(취소)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
698	693	대관	소극장	2020.06.13 01시	Trio J가 들려주는 시대의 멜로디	0	0	0	0	0	0	0	0	0	0	0	0	0	0
697	692	대관	소극장	2020.05.27 01시	한국음악협회 여수지부 신춘음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
696	691	기획	대극장	2020.01.01 01시	예울마루 이용객(공연/전시/교육) 안내사항	0	0	0	0	0	0	0	0	0	0	0	0	0	0
695	690	기획	소극장	2020.05.12 11시	플루티스트 윤혜리의 NIGHT FANTASY	0	0	0	0	0	0	0	0	0	0	0	0	0	0
694	689	기획	대극장	2020.05.19 11시	브런치콘서트 <술술클래식>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
693	688	대관	소극장	2020.04.29 17시	발렌타인30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
692	687	공동기획	대극장	2020.05.21 15시	뮤지컬<레베카>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
691	686	대관	소극장	2020.03.11 09시	김동준 피아노 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
690	685	대관	대극장	2020.02.28 09시	전남CBS 창립 17주년 기념 특별공연 JUMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0
689	684	공동기획	대극장	2020.02.20 11시	뮤지컬<레베카>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
688	683	기획	대극장	2020.02.06 11시	브런치콘서트<술술클래식Ⅰ>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
687	682	기획	대극장	2020.02.04 11시	<공연취소>세종솔로이스츠 '브란덴부르크 협주곡 전곡' 연주	0	0	0	0	0	0	0	0	0	0	0	0	0	0
686	681	대관	대극장	2020.02.05 01시	2020 이승환 30주년 콘서트［무적전설］- 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
685	680	대관	대극장	2020.01.16 01시	2020 Theatre 이문세-여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
684	679	대관	대극장	2020.05.27 02시	2020 최현우의 빌리브: bELIEvE - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
683	678	대관	대극장	2020.01.16 01시	전남동부극동방송 어린이합창단 제2회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
682	677	대관	대극장	2020.02.21 02시	2020 V.O.S 콘서트 Beautiful Life - 여수(연기)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
681	676	공동기획	대극장	2020.01.14 11시	국립발레단 <백조의 호수>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
680	675	대관	소극장	2019.12.26 08시	2019년 제8회 지역예술인재콘서트 '네 꿈에 날개를'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
679	674	공동기획	소극장	2019.12.10 11시	국민연극 라이어Ⅰ_특별공연(추가회차)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
678	673	기획	대극장	2019.12.17 11시	2020 예울마루 신년음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
677	672	대관	소극장	2019.12.06 01시	윤슬트리오 피아노 트리오의 밤	0	0	0	0	0	0	0	0	0	0	0	0	0	0
676	671	대관	대극장	2019.12.02 01시	여수시립예술단 송년음악회 미래를 향한 여수의 행복	0	0	0	0	0	0	0	0	0	0	0	0	0	0
675	670	대관	대극장	2019.11.20 01시	2019 여수영재교육원 예술영재 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
674	669	대관	대극장	2019.11.15 01시	여수장로합창단 창단 20주년 공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
673	668	대관	대극장	2019.11.14 01시	여수교직원합창단 울림 제 6회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
672	667	대관	대극장	2019.11.15 01시	여수교원교향악단 제 12회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
671	666	대관	소극장	2019.11.13 01시	여수오카리나앙상블 예울 제5회 정기연주회 'THE TOGETHER'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
670	665	기획	대극장	2019.11.12 11시	넌버벌 퍼포먼스 코미디극 옹알스[매진]	0	0	0	0	0	0	0	0	0	0	0	0	0	0
669	664	대관	대극장	2019.11.08 01시	제8회 여수학생오케스트라 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
668	663	대관	대극장	2019.11.12 01시	여수시립국악단 제36회 정기공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
667	662	공동기획	소극장	2019.11.08 11시	국민연극 라이어Ⅰ	0	0	0	0	0	0	0	0	0	0	0	0	0	0
666	661	대관	대극장	2019.11.05 01시	2019 ‘만9,900원의행복’ 서영은 콘서트 시즌4 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
665	660	대관	대극장	2019.11.08 01시	여수필하모닉오케스트라 제31회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
664	659	대관	소극장	2019.11.04 01시	여수시 초청 락음국악단 특별연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
663	658	대관	대극장	2020.02.17 10시	빅3 행복한 동행 시즌1(공연취소)	0	0	0	0	0	0	0	0	0	0	0	0	0	0
662	657	대관	소극장	2019.10.31 01시	한국음악협회 여수지부 제44회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
661	656	대관	소극장	2019.10.31 01시	제 17회 여수어머니리코더합주단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
660	655	대관	대극장	01시	2019 전라남도 학교예술교육 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
659	654	대관	소극장	2019.10.25 01시	시로 읽는 여수<행복 시낭송 콘서트>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
658	653	기획	소극장	2019.10.17 11시	2019 지역 예술인 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
657	652	대관	대극장	2019.10.25 01시	여수심포니오케스트라 명연주자 초대전 '첼리스트 김규식 With 무누스 앙상블	0	0	0	0	0	0	0	0	0	0	0	0	0	0
656	651	기획	대극장	2019.10.15 11시	사라장 바이올린 리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
655	650	기획	대극장	2019.10.11 11시	피아니스트 강현주의 브런치콘서트 <음악가들의 뮤즈들Ⅳ> -레닌그라드의 흥행사 디아길레프와스트라빈스키	0	0	0	0	0	0	0	0	0	0	0	0	0	0
654	649	기획	대극장	2019.10.10 11시	트리오 오원 10주년 기념음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653	648	대관	소극장	2019.09.25 01시	제7회 여수 학생 합창 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
652	647	대관	대극장	2019.10.03 01시	2019 만9,900원의 행복 유리상자콘서트 시즌3 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
651	646	대관	대극장	2019.09.26 01시	CTS전남방송 개국15주년 기념음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
650	645	대관	대극장	2019.09.26 01시	제 43회 여수예술제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
649	644	대관	소극장	2019.09.26 01시	가을밤의 세레나데	0	0	0	0	0	0	0	0	0	0	0	0	0	0
648	643	대관	대극장	2019.09.26 01시	2019 평화통일 공감 메아리	0	0	0	0	0	0	0	0	0	0	0	0	0	0
647	642	기획	기타	2019.09.20 01시	2019 예울마루 야외콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
646	641	대관	소극장	2019.09.26 01시	타악앙상블-JOY OF PERCUSSION	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645	640	대관	대극장	2019.09.24 01시	여수와 로마가 사랑한 스핀토 소프라노 <박소은 독창회>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
643	639	대관	대극장	2019.09.09 01시	제5회 전남아동.청소년 문화예술 축제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
642	638	대관	대극장	2019.09.09 01시	여수시립합창단 제76회 정기연주회 가을이여 사랑이여	0	0	0	0	0	0	0	0	0	0	0	0	0	0
641	637	대관	대극장	2019.09.04 01시	2019 지역문화예술육성 공연예술지원-연극 야천	0	0	0	0	0	0	0	0	0	0	0	0	0	0
640	636	대관	소극장	2019.08.22 01시	트리오제이창단연주회<멘델스존 트리오 전곡 연주회>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
639	635	대관	소극장	2019.08.22 01시	피아니스트 금혜승 & 키릴카슈닌 피아노듀오	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638	634	기획	대극장	2019.08.14 11시	2019 예울마루 실내악페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
637	633	대관	소극장	2019.08.12 01시	제14회 임산부의 날 '비커밍맘2' 가족 공감 뮤지컬	0	0	0	0	0	0	0	0	0	0	0	0	0	0
636	632	대관	대극장	2019.08.07 01시	손양원목사 순교 69주년 기념 '박지혜와 락밴드 초청음악회'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
635	631	대관	소극장	2019.07.31 01시	라하영 바이올린 귀국 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
634	630	대관	대극장	2019.07.24 01시	제6회 여수클래식 영재육성을 위한 음악회 THE BEGINNING	0	0	0	0	0	0	0	0	0	0	0	0	0	0
633	629	공동기획	대극장	2019.08.20 11시	뮤지컬<맘마미아>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
632	628	대관	대극장	2019.07.12 09시	2019 여수 국제음악제&앙상블	0	0	0	0	0	0	0	0	0	0	0	0	0	0
631	627	대관	대극장	2019.07.22 01시	2019년 후원자, 자원봉사, 지역소외계층을 위한 감사음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
630	626	대관	대극장	2019.07.08 14시	KBS교향악단과 함께하는 제3회 여수음악제 - [아름다운 한국인 스페셜 II] 피날레 콘서트 with 강동석	0	0	0	0	0	0	0	0	0	0	0	0	0	0
629	625	대관	소극장	2019.07.08 14시	KBS교향악단과 함께하는 제3회 여수음악제 - [행복을 여는 클래식 II] 아침의 클래식 with 강동석과 친구들, 앙상블 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
628	624	대관	대극장	2019.07.08 14시	KBS교향악단과 함께하는 제3회 여수음악제 - [행복을 여는 클래식 I] 유키 구라모토와 친구들	0	0	0	0	0	0	0	0	0	0	0	0	0	0
627	623	대관	대극장	2019.07.08 14시	KBS교향악단과 함께하는 제3회 여수음악제 - [아름다운 한국인 스페셜 I] 오프닝 콘서트 with 선우예권	0	0	0	0	0	0	0	0	0	0	0	0	0	0
626	622	기획	대극장	2019.07.11 11시	피아니스트 강현주의 브런치콘서트 <음악가들의 뮤즈들Ⅲ> -몽마르트의 첫사랑,발라동과 사티	0	0	0	0	0	0	0	0	0	0	0	0	0	0
625	621	대관	소극장	2019.06.26 01시	악기로 떠나는 시대별 음악여행	0	0	0	0	0	0	0	0	0	0	0	0	0	0
624	620	대관	소극장	2019.06.24 01시	2019 제13회 캥거루창작동요제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
623	619	대관	소극장	2019.06.17 01시	바리톤 이중현 독창회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
622	618	기획	대극장	2019.06.13 11시	명작 단편소설 뮤지컬<얼쑤>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
621	617	대관	소극장	2019.06.13 09시	홍정인 플룻 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
620	616	대관	소극장	2019.06.12 01시	에스챔버소사이어티 제4회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
619	615	대관	대극장	2019.06.10 01시	한국전력과 함께하는 희망.사랑 나눔 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
618	614	대관	대극장	2019.06.10 01시	여수아가페합창단 제 23회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
617	613	대관	소극장	2019.06.03 10시	앙상블 여수와 금노상 지휘자가 함께하는 생상스의 '동물의 사육제'[전석매진]	0	0	0	0	0	0	0	0	0	0	0	0	0	0
616	612	기획	대극장	2019.05.23 11시	헬로!오페라- <돈 파스콸레>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
615	611	대관	대극장	2019.05.20 01시	전남동부극동방송 여성합창단 제2회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
614	610	대관	대극장	2019.05.07 10시	2019 동서화합천사프로젝트 오케스트라 협연 합동연주회 <영호남화합의하모니>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613	609	대관	대극장	2019.05.07 10시	2019김창옥 토크콘서트 ‘잘살아보세’ - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
612	608	공동기획	대극장	2019.05.08 11시	뮤지컬 〈지킬앤하이드〉	0	0	0	0	0	0	0	0	0	0	0	0	0	0
607	607	기획	대극장	2019.05.21 01시	피아니스트 강현주의 브런치콘서트 <음악가들의 뮤즈들ⅠI> -비엔나의 팜므파탈,알마와 말러	0	0	0	0	0	0	0	0	0	0	0	0	0	0
606	606	대관	대극장	2019.04.15 10시	여수시립합창단 제 75회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
605	605	대관	소극장	2019.03.26 10시	신춘음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
604	604	기획	대극장	2019.03.20 10시	헬로!오페라- 창작 오페라 <봄봄>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
603	603	대관	대극장	2019.03.19 20시	2019 이승환 전국투어［최고의 하루］- 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
602	602	공동기획	대극장	2019.03.14 10시	국립발레단 창작발레 <호이 랑>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
601	601	기획	대극장	2019.03.14 10시	뮤지컬 <더 스토리 오브 언더더씨>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
600	600	기획	대극장	2019.03.06 11시	2019 조수미 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
599	599	대관	대극장	2019.02.24 10시	여수 YWCA합창단 제 19회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
598	598	대관	대극장	2019.02.24 10시	2019 남도국제음악제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
597	597	대관	대극장	2019.02.24 10시	전남CBS 창립 16주년기념 특별공연 <첼리스트 양성원과 서울첼로오케스트라>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
596	596	대관	소극장	2019.02.24 10시	김지원 첼로 독주회[전석매진]	0	0	0	0	0	0	0	0	0	0	0	0	0	0
595	595	대관	대극장	2019.02.24 10시	여수시립합창단 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
594	594	대관	소극장	2019.02.24 10시	초록우산드림오케스트라 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
593	593	대관	소극장	2019.02.22 10시	Klangflair 피아노듀오리사이틀	0	0	0	0	0	0	0	0	0	0	0	0	0	0
592	592	대관	소극장	2019.02.22 10시	서주희 귀국 바이올린 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
591	591	대관	대극장	2019.02.18 10시	연극〈늘근도둑이야기〉- 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
590	590	대관	대극장	2019.02.15 17시	2019 장범준 전국공연 <노래방에서> - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
589	589	대관	소극장	2019.01.31 10시	싱어롱 콘서트 뮤지컬 〈무지개 물고기〉	0	0	0	0	0	0	0	0	0	0	0	0	0	0
588	588	기획	대극장	2019.01.29 11시	피아니스트 강현주의 브런치콘서트 <음악가들의 뮤즈들Ⅰ> -라인강의 뮤즈, 클라라와 슈만	0	0	0	0	0	0	0	0	0	0	0	0	0	0
587	587	대관	대극장	2019.01.24 10시	보헤미안 `랩소디 퀸’ 내한공연＆프레디 머큐리 미공개 사진전-여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
586	586	대관	소극장	2019.01.24 10시	제14회 열린챔버오케스트라 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
585	585	기타	대극장	2019.01.15 10시	연극 <오이디푸스>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
584	584	대관	대극장	2019.01.11 09시	『만9,900원의 행복』 유리상자 콘서트 - 여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
