uid	번호	구분	공연장	티켓오픈	제목	모수	연령_20세 미만	연령_20~29세	연령_30~39세	연령_40~49세	연령_50~59세	연령_60~69세	연령_70세 이상	거주_여수	거주_순천	거주_광양	거주_호남	거주_광주	거주_호남외지역
1280	1258	기획	대극장	2026.07.15 16시	[메인출력]뮤지컬 <러커스 더 스쿨>	511	2.54	6.26	14.09	58.14	17.02	1.76	0.19	45.61	25.83	23.48	0	0.58	4.5
1279	1257	기획	대극장	2026.08.07 16시	2026 여수세계섬박람회 기념음악회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1278	1256	기획	대극장	2026.07.08 16시	[메인출력]음반발매기념 <조재혁 피아노 리사이틀>	361	0.27	7.47	16.34	46.85	19.66	8.58	0.83	31.3	36.31	10.8	0	0.27	21.32
1277	1255	대관	대극장	01시	[메인출력]여수시립국악단 제49회 정기연주회 '여수문학기행'	29	0	6.89	20.68	48.3	24.13	0	0	79.33	3.44	10.34	0	0	6.89
1276	1254	기획	대극장	2026.05.20 01시	예울 테스트 상품	1	0	0	100	0	0	0	0	0	0	0	0	0	100
1275	1253	대관	대극장	01시	[메인출력]열린심포니오케스트라 제21회 정기연주회	38	0	7.89	28.94	31.6	18.42	13.15	0	71.07	2.63	10.52	0	5.26	10.52
1274	1252	대관	대극장	2026.05.26 01시	[메인출력]베베핀뮤지컬 <두근두근 새친구>	199	2.01	1	67.85	24.12	4.52	0.5	0	56.79	28.64	12.06	0	0.5	2.01
1270	1251	대관	대극장	2026.05.28 14시	[메인출력]2026년 여수에코국제음악제	191	1.04	10.47	19.89	30.4	26.17	10.99	1.04	57.09	10.99	13.08	0	1.04	17.8
1269	1250	대관	소극장	01시	[메인출력]이음스트링챔버오케스트라 제7회 정기연주회	43	0	6.97	25.58	30.25	30.23	6.97	0	67.47	13.95	11.62	2.32	2.32	2.32
1268	1249	대관	소극장	01시	[메인출력]앙상블여수 정기연주회 '섬도시를잇다'	20	0	0	15	30	45	5	5	55	10	20	0	0	15
1267	1248	대관	대극장	01시	[메인출력]여수시립합창단 제88회 정기연주회	40	7.5	10	20	25	27.5	7.5	2.5	60	17.5	12.5	0	0	10
1266	1247	대관	소극장	01시	[메인출력]곽진후 첼로 귀국 독주회	41	2.43	4.87	26.82	39.06	19.51	7.31	0	56.13	21.95	12.19	2.43	2.43	4.87
1265	1246	기획	대극장	2026.04.30 16시	[메인출력]헬로!오페라 <세비야의 이발사>	771	1.16	4.66	19.32	53.35	14.65	6.48	0.38	49.7	27.88	10.76	0.25	2.72	8.69
1264	1245	대관	소극장	01시	[메인출력]여수시립합창단 사전해설콘서트 '운명을 바라보는 두개의 시선'	18	0	0	0	38.88	44.46	16.66	0	55.56	33.33	11.11	0	0	0
1263	1244	기획	대극장	2026.04.22 16시	[메인출력]연극 <노인의 꿈>	1532	0.71	8.28	19.64	34.17	28.26	7.57	1.37	50.87	27.08	12.53	0	1.89	7.63
1261	1243	대관	대극장	2026.04.10 01시	[메인출력]제11회 크라운해태한음회	32	0	9.37	12.5	37.51	21.87	18.75	0	68.75	12.5	12.5	0	0	6.25
1260	1242	대관	대극장	2026.04.07 01시	[메인출력]여수시립국악단 제 48회 정기연주회 '불의소리 바람의노래'	19	0	0	36.86	26.31	31.57	0	5.26	57.91	10.52	0	0	5.26	26.31
1259	1241	기획	대극장	2026.04.09 16시	[메인출력]브런치 콘서트 <클래식과 함께 하는 미술관 여행 Ⅱ>	273	0.73	2.56	18.68	38.85	23.8	14.65	0.73	45.44	33.33	7.32	0	2.56	11.35
1258	1240	기획	대극장	2026.03.19 08시	2026 실내악 페스티벌 STAY 패키지	136	0	6.61	17.64	20.58	31.65	23.52	0	23.52	12.5	5.14	0	0.73	58.11
1257	1239	기획	대극장	2026.03.20 16시	김영욱×콜레기움 무지쿰 서울 <8 Seasons>	380	0.78	7.63	21.84	33.72	26.31	8.15	1.57	52.39	20.78	12.63	0	1.05	13.15
1256	1238	대관	대극장	2026.03.07 01시	[메인출력]여수시립합창단 봄봄봄 콘서트 상춘곡 청풍명월	49	2.04	4.08	20.4	40.84	24.48	4.08	4.08	51.04	18.36	18.36	0	2.04	10.2
1255	1237	기획	대극장	2026.04.09 16시	브런치 콘서트 <클래식과 함께 하는 미술관 여행 II>	83	0	3.61	34.96	32.53	15.66	10.84	2.4	33.75	25.3	6.02	0	2.4	32.53
1254	1236	기획	대극장	2026.03.06 16시	[메인출력]국립심포니오케스트라 라이브 애니메이션 <피터와 늑대 & 어미 거위>	561	0.17	2.31	41.39	40.46	11.05	4.45	0.17	51.54	25.31	12.47	0	1.06	9.62
1253	1235	대관	대극장	2026.02.24 01시	[메인출력]쇼뮤지컬 <프린세스 캐치!티니핑> - 여수	914	0	3.28	63.69	32.05	0.98	0	0	53.31	20.67	20.02	0	1.85	4.15
1252	1234	기획	대극장	2026.02.27 16시	[메인출력]한국페스티발앙상블 <세상에서 가장 편한 음악>	437	0.68	4.57	17.16	27.91	31.61	15.1	2.97	39.84	32.72	10.75	0	5.94	10.75
1251	1233	대관	대극장	2026.02.10 01시	[메인출력]뮤지컬 번개맨 시즌2 〈번개맨!VS번개맨？〉	328	0	4.26	65.87	29.87	0	0	0	64.36	18.59	12.8	0	1.21	3.04
1250	1232	기타	기타	01시	[메인출력]2026년도 상반기 대소극장 유지보수 기간 안내	16	0	6.25	43.75	37.5	12.5	0	0	37.5	31.25	12.5	0	0	18.75
1249	1231	기획	대극장	2026.02.12 16시	브런치 콘서트 <클래식과 함께 하는 미술관 여행 I>	522	0.19	3.25	19.15	39.3	26.24	11.11	0.76	49.45	26.43	10.72	0	1.53	11.87
1248	1230	기획	대극장	2026.02.06 16시	2026 실내악 페스티벌 <실내악, 그 이상의 세계>	787	2.54	7.87	19.56	27.31	31.29	10.67	0.76	45.89	25.41	8.25	0	2.92	17.53
1247	1229	기획	대극장	2026.01.29 16시	[메인출력]뮤지컬 <100층짜리 집> - 여수	1902	0.1	2.2	53.45	38.9	3.78	1.52	0.05	53.54	27.65	13.56	0	0.84	4.41
1246	1228	대관	대극장	2026.01.06 10시	[메인출력]가족뮤지컬 <에그박사 : 해적 보물섬의 비밀> - 여수	783	0	1.78	51.11	45.46	1.02	0.51	0.12	58.89	24.01	13.28	0	1.14	2.68
1245	1227	대관	소극장	2026.01.09 14시	[메인출력]지브리와 사랑에 빠지다 : 지브리 영화음악 콘서트 2026 - 여수	474	1.47	8.43	36.28	39.7	12.65	1.47	0	49.81	27.42	11.6	0	1.89	9.28
1244	1226	대관	대극장	01시	[메인출력]2025 여수영재교육원오케스트라 정기연주회	45	2.22	2.22	13.33	42.24	33.33	2.22	4.44	64.46	6.66	24.44	0	0	4.44
1243	1225	대관	소극장	01시	[메인출력]2025 애양청소년 오케스트라 제10회 정기연주회	26	0	3.84	38.48	26.92	26.92	3.84	0	61.55	15.38	19.23	0	3.84	0
1242	1224	대관	대극장	2025.11.14 01시	[메인출력]여수시립합창단과 함께하는 2025년 송년음악회 <HANDAL'S MESSIAH>	91	1.09	4.39	18.68	32.96	37.4	4.39	1.09	68.15	17.58	8.79	0	1.09	4.39
1241	1223	대관	대극장	2025.11.14 01시	[메인출력]여수전남교원오케스트라 제 17회 정기연주회	69	1.44	1.44	23.18	43.52	26.08	4.34	0	71.04	15.94	4.34	0	4.34	4.34
1240	1222	대관	소극장	2025.11.14 01시	[메인출력]신혜미 가야금 독주회 '숨 쉬는 장단, 노래하는 숲'	46	0	10.86	19.56	45.68	21.73	2.17	0	60.89	21.73	13.04	0	4.34	0
1239	1221	대관	소극장	2025.11.05 01시	[메인출력] OPERA 인턴해녀 PROJECT	297	0.67	3.7	29.62	50.54	11.44	3.7	0.33	72.74	14.81	6.73	0	1.01	4.71
1238	1220	기획	대극장	2025.11.18 16시	[메인출력]2026 뮤지컬 <미세스 다웃파이어> - 여수	9313	1.2	13.84	29.58	38.11	14.48	2.63	0.16	49.72	26.24	12.06	0	5.27	6.71
1237	1219	기획	대극장	2025.11.13 16시	2026 GS칼텍스 예울마루 신년음악회	2408	1.2	8.05	24.46	35.2	24.5	6.18	0.41	52.38	25.41	8.55	0	3.82	9.84
1236	1218	대관	대극장	2025.10.23 01시	[메인출력]2025년 제11회 여수학생오케스트라 페스티벌	22	4.54	4.54	27.27	54.57	4.54	4.54	0	68.19	13.63	9.09	0	9.09	0
1235	1217	대관	대극장	2025.10.17 01시	[메인출력]여수시립국악단 제 47회 정기공연 혼신-영웅을 위하여	57	0	1.75	12.28	35.08	36.86	14.03	0	64.94	15.78	14.03	0	3.5	1.75
1234	1216	대관	소극장	2025.10.17 13시	[메인출력]제12회 전남학교예술교육페스티벌_소극장	266	1.12	4.13	24.81	61.68	7.51	0.75	0	15.78	33.08	7.51	0	35.74	7.89
1233	1215	대관	대극장	2025.10.17 13시	[메인출력]제12회 전남학교예술교육페스티벌_대극장	793	0.88	11.09	18.66	55	14.37	0	0	18.03	35.07	12.1	0	21.94	12.86
1232	1214	대관	소극장	2025.10.14 01시	[메인출력]소프라노 박준영 리사이틀 '물결 위의 선율'	22	0	13.63	50.01	18.18	18.18	0	0	72.74	18.18	0	0	4.54	4.54
1231	1213	대관	대극장	2025.10.14 01시	[메인출력]여수시립합창단 제87회 정기연주회 네 개의 색, 하나의 노래	23	8.69	0	47.84	17.39	26.08	0	0	65.24	21.73	4.34	0	0	8.69
1230	1212	대관	소극장	2025.09.30 01시	[메인출력]제49회 여수예술제 한국음악협회 여수지부 가을밤의 세레나데	67	2.98	10.44	19.4	35.85	28.35	2.98	0	55.25	28.35	10.44	0	4.47	1.49
1229	1211	기획	대극장	2025.09.30 16시	[메인출력]2025 뮤지컬〈킹키부츠〉	11267	3.27	24.27	39.5	24.71	7.08	1.16	0.01	54.22	20.09	8.53	0	3.63	13.53
1228	1210	기획	소극장	2025.10.14 16시	[메인출력]뮤지컬 <김종욱 찾기> - 여수	2630	0.41	16.27	34.83	33.11	12.92	2.35	0.11	57.88	24.98	12.62	0	1.52	3
1227	1209	기획	대극장	2025.09.25 16시	[메인출력]2025 크리스마스 특별공연 발레 <호두까기 인형>	3239	1.08	11.39	30.13	40.9	11.2	4.38	0.92	49.45	24.32	12.19	0	3.02	11.02
1226	1208	대관	대극장	2025.09.23 01시	[메인출력]창작오페라 침묵 1948	68	2.94	22.05	20.58	32.38	11.76	8.82	1.47	75.01	16.17	7.35	0	0	1.47
1225	1207	대관	대극장	2025.09.23 01시	[메인출력]사랑의 성자 산돌 손양원, 베토벤을 만나다	32	3.12	6.25	31.26	31.25	12.5	12.5	3.12	28.12	34.39	3.12	0	6.25	28.12
1224	1206	대관	대극장	2025.09.19 01시	[메인출력]제49회 여수예술제	47	2.12	12.76	19.14	36.21	25.53	2.12	2.12	74.48	10.63	8.51	0	0	6.38
1223	1205	대관	대극장	2025.09.19 01시	[메인출력]제14회 한독국제교류유진청소년 정기연주회	52	1.92	11.53	17.3	55.8	9.61	1.92	1.92	63.47	25	7.69	0	0	3.84
1222	1204	대관	대극장	2025.09.17 01시	[메인출력]2025 V.O.S 전국투어콘서트 <동창회>	333	0	20.12	35.45	35.13	8.4	0.9	0	68.79	15.31	5.4	0	3.9	6.6
1221	1203	기획	대극장	2025.09.05 16시	[메인출력]헬로! 오페라 <오페라 하이라이트>	749	1.2	14.41	22.29	36.75	11.74	12.41	1.2	57.83	21.09	8.81	0	5.2	7.07
1220	1202	대관	소극장	2025.08.28 01시	[메인출력]트리오제이와 친구들 '클래식톡톡'	8	0	12.5	25	50	12.5	0	0	12.5	62.5	25	0	0	0
1219	1201	기획	대극장	2025.09.02 09시	2025 실내악 페스티벌 <STAY 패키지>	429	0.69	11.18	20.51	25.87	33.37	8.15	0.23	14.21	9.09	2.79	0	1.39	72.52
1218	1200	대관	소극장	2025.08.22 09시	[메인출력]연극 어느, 어느날	101	6.93	23.76	30.7	30.69	6.93	0.99	0	55.45	21.78	12.87	0	3.96	5.94
1217	1199	기획	대극장	2025.09.11 16시	[메인출력]브런치 콘서트 <크리스마스가 우리 마을에>	611	1.47	10.31	27.49	35.05	17.51	6.05	2.12	55.67	26.84	9.65	0	3.1	4.74
1216	1198	대관	기타	2025.08.12 01시	[메인출력]리듬 오브 더 라이트 '캔들라이트 콘서트'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1215	1197	대관	소극장	2025.08.07 01시	[메인출력]지브리와 사랑에 빠지다 : 지브리 영화음악 콘서트 2025 - 여수 앙코르	272	2.57	14.7	25.36	37.53	16.91	2.57	0.36	55.17	23.52	11.02	0	1.47	8.82
1214	1196	대관	소극장	2025.08.02 01시	[메인출력]타악앙상블 META의 '프랙탈'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1213	1195	대관	대극장	2025.07.24 09시	[메인출력]판타지 가족오페라 〈신비한 시간여행〉 - 여수	2	0	0	0	100	0	0	0	100	0	0	0	0	0
1212	1194	대관	대극장	2025.07.17 01시	[메인출력]2025년 여수에코국제음악제_영재오케스트라	2	0	0	100	0	0	0	0	0	50	0	0	50	0
1211	1193	기획	대극장	2025.07.25 14시	[메인출력]연극 <내일은 내일에게>	1040	1.92	13.75	27.88	41.84	12.5	2.11	0	50.11	28.07	12.21	0	3.36	6.25
1210	1192	대관	대극장	2025.07.17 11시	[메인출력]KBS교향악단과 함께하는 제9회 여수음악제 폐막연주회 - 새로운 도전 ‘카바코스의 쇼스타코비치’	6	0	0	0	33.33	66.67	0	0	33.33	50.01	0	16.66	0	0
1209	1191	대관	소극장	2025.07.17 11시	[메인출력]KBS교향악단과 함께하는 제9회 여수음악제 - 한국을 대표하는 베이스 바리톤 사무엘 윤의 ‘토크 콘서트’	3	0	0	33.34	33.33	33.33	0	0	0	66.67	0	0	0	33.33
1208	1190	대관	소극장	2025.07.17 01시	[메인출력]KBS교향악단과 함께하는 제9회 여수음악제 - 프랑스 정통 피아니스트 장 에플랑 바부제의 ‘The French’	1	0	0	0	0	100	0	0	0	0	0	100	0	0
1207	1189	대관	소극장	2025.07.17 11시	[메인출력]KBS교향악단과 함께하는 제9회 여수음악제 - 팬텀싱어 우승자 테너 유채훈의 ‘Solus’	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1206	1188	대관	대극장	2025.07.17 11시	[메인출력]KBS교향악단과 함께하는 제9회 여수음악제 - 백윤학 지휘자와 함께하는 패밀리 판타지 콘서트	2	0	0	100	0	0	0	0	0	0	0	0	0	100
1205	1187	대관	대극장	2025.07.17 11시	[메인출력]KBS교향악단과 함께하는 제9회 여수음악제 개막연주회 - 마에스트로 정명훈의 ‘환상교향곡’	2	0	0	0	0	100	0	0	0	50	0	50	0	0
1204	1186	기획	소극장	2025.07.17 16시	[메인출력]2025 실내악 페스티벌 Pre Festival Concert	238	2.1	20.58	20.58	34.48	15.96	5.04	1.26	37.83	25.63	6.72	0	9.24	20.58
1203	1185	기획	대극장	2025.07.17 16시	[메인출력]2025 실내악 페스티벌 <동유럽의 춤>	443	1.58	18.05	19.86	28.02	27.08	4.51	0.9	44.71	18.05	6.32	0	2.48	28.44
1202	1184	대관	대극장	2025.07.09 09시	[메인출력]우주매직쇼	563	0	4.61	44.22	46.93	3.01	1.06	0.17	72.13	17.76	6.03	0	1.95	2.13
1201	1183	대관	소극장	2025.07.15 09시	[메인출력]라벨 150주년 기념 음악회 with Festival M. Ravel	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1200	1182	대관	소극장	2025.07.03 01시	[메인출력]멘토와 멘티의 만남 FluteIN 여수청소년플루트앙상블	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1199	1181	대관	소극장	2025.07.02 01시	[메인출력]Joy Of Percussion 7회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1198	1180	대관	대극장	2025.07.01 14시	[메인출력]뮤지컬 사랑의 하츄핑-여수	72	1.38	2.77	68.08	27.77	0	0	0	37.5	40.29	19.44	0	0	2.77
1197	1179	기획	대극장	2025.07.10 16시	브런치 콘서트 <꼬리에 꼬리를 무는 클래식>	1	0	0	0	100	0	0	0	0	100	0	0	0	0
1196	1178	기획	대극장	2025.06.26 16시	[메인출력]열혈건반 <쇼팽 그리고 쇼팽>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1195	1177	기획	대극장	2025.07.02 16시	[메인출력]뮤지컬 <설민석의 한국사 대모험 : 안중근> - 여수	257	0	3.11	31.12	62.68	1.55	1.16	0.38	73.56	15.95	6.61	0	0.77	3.11
1194	1176	대관	대극장	2025.06.17 14시	[메인출력]뮤지컬 한글용사 아이야 새로운 이야기 〈달라도 친구야!〉	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1193	1175	기획	대극장	2025.06.12 16시	[메인출력]가족뮤지컬 <넘버블록스> - 여수	1	0	100	0	0	0	0	0	0	100	0	0	0	0
1192	1174	대관	대극장	2025.05.27 01시	[메인출력]여수시립국악단 제 46회 정기공연 창해화	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1191	1173	대관	대극장	2025.05.28 09시	[메인출력]제10회 여수 에코 국제 음악제 비상, 바다를 날다.	1	0	0	0	0	100	0	0	100	0	0	0	0	0
1190	1172	대관	소극장	2025.05.27 01시	[메인출력]주현주 다섯번째 소리판 보성소리 동편제 김세종판 조상현류 주소연 바디 춘향가 완창발표회 '해후'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1189	1171	대관	소극장	2025.05.16 01시	[메인출력]루체클라리넷 앙상블 목관과 금관의 토요일	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1188	1170	대관	소극장	2025.05.16 01시	[메인출력]이음스트링쳄버오케스트라 제6회 정기연주회 with 드보르작 슬라브의 숨결	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1187	1169	대관	소극장	2025.05.14 01시	[메인출력]가족과 함께하는 음악여행 Harmonic Echo	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1186	1168	대관	대극장	2025.05.02 01시	[메인출력]여수시립합창단 제 86회 정기연주회 <베르디 레퀴엠>	1	0	0	0	100	0	0	0	0	0	0	0	100	0
1185	1167	기획	대극장	2025.05.22 14시	[메인출력]브런치 콘서트 <썸머 페스티벌>	2	0	0	0	100	0	0	0	0	100	0	0	0	0
1184	1166	기획	기타	2025.05.07 16시	[메인출력]2025 GS칼텍스 예울마루 위크	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1183	1165	대관	소극장	2025.04.23 01시	[메인출력]베르디 레퀴엠 프리렉처 콘서트	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1182	1164	대관	소극장	2025.04.23 14시	[메인출력]김유상 이윤희 듀오 리사이틀	1	0	0	0	100	0	0	0	100	0	0	0	0	0
1181	1163	기획	대극장	2025.05.14 16시	[메인출력]연극 <꽃의 비밀>	4	0	25	25	50	0	0	0	100	0	0	0	0	0
1180	1162	대관	소극장	2025.04.15 01시	[메인출력]바리톤 고성현 시인의 사랑과 생애	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1179	1161	대관	소극장	2025.04.11 01시	[메인출력]서주희 바이올린 리사이틀	1	0	0	0	0	0	100	0	100	0	0	0	0	0
1178	1160	대관	대극장	2025.04.16 14시	[메인출력]2025년 남진 60주년 전국투어 콘서트	1	0	100	0	0	0	0	0	0	100	0	0	0	0
1177	1159	대관	소극장	2025.04.08 01시	[메인출력]시대음악 시리즈 VI. 슈만과 사랑	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1176	1158	대관	소극장	2025.04.03 01시	[메인출력]박두규 기타 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1175	1157	대관	소극장	2025.04.01 01시	[메인출력]제13회 한국리스트협회 호남지부 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1174	1156	대관	대극장	2025.03.27 01시	[메인출력]2025 김창옥 토크콘서트 시즌5-여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1173	1155	대관	대극장	2025.03.26 01시	[메인출력]2025 유키 구라모토 콘서트 Peacefully 여수	13	0	0	0	7.69	92.31	0	0	7.69	92.31	0	0	0	0
1172	1154	기획	대극장	2025.03.28 16시	[메인출력]창작발레 <갓 GAT>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1171	1153	대관	소극장	01시	[메인출력]열린심포니오케스트라 제 20회 정기연주회 오페라 헨젤과 그레텔	1	0	0	0	100	0	0	0	100	0	0	0	0	0
1170	1152	기획	대극장	2025.04.22 16시	[메인출력]뮤지컬 <명성황후> 30주년 기념공연 - 여수	8	0	12.5	62.5	25	0	0	0	50	12.5	37.5	0	0	0
1169	1151	기획	대극장	2025.03.26 14시	[메인출력]브런치 콘서트 <냠냠 클래식>	2	0	0	0	50	50	0	0	0	100	0	0	0	0
1168	1150	기획	대극장	2025.03.07 16시	[메인출력]스페인 국립 플라멩코 발레단 내한공연 <아파나도르>	1	100	0	0	0	0	0	0	100	0	0	0	0	0
1167	1149	대관	소극장	2025.02.28 09시	[메인출력]연극 감마선은 달무늬 얼룩진 금잔화에 어떤 영향을 주었는가	1	0	100	0	0	0	0	0	100	0	0	0	0	0
1166	1148	대관	대극장	2025.02.07 01시	[메인출력]뮤지컬 번개맨 시즌2 <번개맨!VS번개맨?>-여수	10	0	0	50	50	0	0	0	40	20	40	0	0	0
1165	1147	기획	대극장	2025.02.19 14시	[메인출력]어린이 뮤지컬 <넌 특별하단다> 서커스버전	1	0	0	0	100	0	0	0	100	0	0	0	0	0
1164	1146	기획	대극장	2025.02.04 14시	[메인출력]브런치 콘서트 <오전에 즐기는 클래식 만찬>	3	0	0	0	66.67	33.33	0	0	33.33	66.67	0	0	0	0
1163	1145	대관	대극장	2025.01.17 01시	[메인출력]2025 이승철 콘서트 <오케스트락2>-여수	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1162	1144	기획	대극장	2025.01.21 16시	[메인출력]피아니스트 백건우 리사이틀 <백건우와 모차르트>	4	0	0	0	0	100	0	0	100	0	0	0	0	0
1161	1143	대관	대극장	2025.01.14 01시	[메인출력]전남동부극동방송 개국10주년 전속합창단 연합공연	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1160	1142	대관	대극장	2024.12.26 14시	[메인출력]히사이시 조 영화음악 콘서트 2025_파이널 여수	3	0	100	0	0	0	0	0	100	0	0	0	0	0
1159	1141	대관	소극장	2024.12.22 01시	[메인출력]2025 지브리 영화음악 콘서트 <지브리와 사랑에 빠지다>	7	0	28.58	14.28	28.57	28.57	0	0	71.43	0	28.57	0	0	0
1158	1140	대관	대극장	01시	[메인출력]제 16회 여수전남교원오케스트라 정기연주회 <사제동행>	1	0	0	100	0	0	0	0	0	0	0	0	100	0
1157	1139	대관	대극장	2024.12.11 01시	[메인출력]베베핀 뮤지컬 <우당탕탕 패밀리>	16	0	0	68.75	31.25	0	0	0	62.5	18.75	6.25	0	0	12.5
1156	1138	기획	대극장	2024.12.13 16시	[메인출력]뮤지컬 <시카고>	13	7.69	23.07	53.86	15.38	0	0	0	38.46	46.16	15.38	0	0	0
1155	1137	대관	대극장	2024.12.10 01시	[메인출력]원더매직의 <과학마술콘서트>	3	0	33.34	33.33	33.33	0	0	0	66.67	33.33	0	0	0	0
1154	1136	대관	소극장	01시	[메인출력]제 10회 지역예술인재콘서트 <내 꿈에 날개를>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1153	1135	대관	대극장	2024.12.05 01시	[메인출력]창작오페라 <거문도의 캐롤>	1	0	0	100	0	0	0	0	100	0	0	0	0	0
1152	1134	대관	대극장	2024.11.26 05시	[메인출력]여수시립국악단 제 45회 정기공연_창극 <아름다운 사람, 이순신>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1151	1133	대관	대극장	01시	[메인출력]2024 여수영재교육원 오케스트라 정기연주회 <차인홍, 안트리오와 꿈을 연주하다>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1150	1132	대관	소극장	01시	[메인출력]제 9회 애양청소년오케스트라 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1149	1131	대관	대극장	01시	[메인출력]여수필하모닉오케스트라 제 36회 정기연주회 <2024 송년의 밤, 가족음악회>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1148	1130	기획	대극장	2024.11.21 16시	[메인출력]2025 GS칼텍스 예울마루 신년음악회	12	0	8.33	25	33.34	33.33	0	0	58.35	16.66	8.33	0	0	16.66
1147	1129	대관	소극장	2024.11.14 01시	[메인출력]제 2회 류영숙 전통무용 발표회 <꽃, 춤으로 피어오르다>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1146	1128	대관	소극장	01시	[메인출력]이혜란의 장도 소나타Ⅱ: 새벽빛, 그 소리를 담다.	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1145	1127	대관	대극장	2024.11.13 01시	[메인출력]발레와 함께하는 클래식 음악동화 <호두까기 인형>	2	0	50	0	50	0	0	0	0	0	50	0	50	0
1144	1126	대관	대극장	2024.11.06 01시	[메인출력]2024 여수시민합창제	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1143	1125	대관	대극장	2024.11.05 01시	[메인출력]여수시립합창단 제 85회 정기연주회 <BEAUTIFUL MEMORIES>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1142	1124	대관	소극장	01시	[메인출력]2024 여수 남해 음악협회 교류연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1141	1123	대관	대극장	01시	[메인출력]한독 국제 유진 청소년 오케스트라 제 13회 정기연주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1140	1122	대관	소극장	2024.11.01 14시	[메인출력]신혜미 가야금 독주회	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1139	1121	기획	대극장	2024.10.31 16시	[메인출력]발레 <호두까기 인형>	8	0	25	0	25	0	50	0	62.5	0	0	0	12.5	25
1138	1120	기획	대극장	2024.11.07 16시	[메인출력]아레나 디 베로나 오페라 페스티벌 <라 보엠> 공연실황 상영	1	0	100	0	0	0	0	0	0	0	0	0	100	0
1137	1119	대관	소극장	2024.10.22 12시	[메인출력]2024 앙상블루체 제 2회 정기연주회 <Fall in Clarinet>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1136	1118	대관	대극장	2024.10.22 01시	[메인출력]CTS 전남방송 개국20주년 기념 <감사콘서트>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1135	1117	대관	대극장	2024.10.15 01시	[메인출력]제 8회 여수시민오케스트라 정기연주회 '가을... 비상을 꿈꾸다'	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1134	1116	기획	대극장	2024.10.17 16시	[메인출력]윈터워크-재즈 피아노, 트리오, 재즈 빅밴드와 함께하는 특별한 음악 산책	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1133	1115	대관	대극장	2024.10.10 01시	[메인출력]제 10회 여수 학생 오케스트라 페스티벌	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1132	1114	대관	대극장	2024.10.08 17시	[메인출력]카메라타 전남 제 13회 정기연주회 <희망나눔 콘서트>	0	0	0	0	0	0	0	0	0	0	0	0	0	0
